ID_author;tfidf_abl;tfidf_abus;tfidf_actual;tfidf_addict;tfidf_adhd;tfidf_advic;tfidf_ago;tfidf_alcohol;tfidf_almost;tfidf_alon;tfidf_alreadi;tfidf_also;tfidf_alway;tfidf_amp;tfidf_amp x200b;tfidf_ani;tfidf_anoth;tfidf_anxieti;tfidf_anxious;tfidf_anymor;tfidf_anyon;tfidf_anyon els;tfidf_anyth;tfidf_around;tfidf_ask;tfidf_attack;tfidf_away;tfidf_back;tfidf_bad;tfidf_becaus;tfidf_becom;tfidf_befor;tfidf_believ;tfidf_best;tfidf_better;tfidf_bit;tfidf_bodi;tfidf_bpd;tfidf_brain;tfidf_call;tfidf_came;tfidf_care;tfidf_caus;tfidf_chang;tfidf_come;tfidf_complet;tfidf_constant;tfidf_control;tfidf_could;tfidf_coupl;tfidf_cri;tfidf_day;tfidf_deal;tfidf_depress;tfidf_diagnos;tfidf_die;tfidf_differ;tfidf_disord;tfidf_doctor;tfidf_doe;tfidf_done;tfidf_dont;tfidf_drink;tfidf_drug;tfidf_eat;tfidf_els;tfidf_emot;tfidf_end;tfidf_enough;tfidf_etc;tfidf_even;tfidf_ever;tfidf_everi;tfidf_everyon;tfidf_everyth;tfidf_experi;tfidf_famili;tfidf_fear;tfidf_feel;tfidf_feel like;tfidf_felt;tfidf_final;tfidf_find;tfidf_first;tfidf_food;tfidf_found;tfidf_friend;tfidf_fuck;tfidf_get;tfidf_give;tfidf_go;tfidf_good;tfidf_got;tfidf_great;tfidf_guess;tfidf_guy;tfidf_happen;tfidf_happi;tfidf_hard;tfidf_hate;tfidf_head;tfidf_health;tfidf_hear;tfidf_heart;tfidf_help;tfidf_high;tfidf_home;tfidf_hope;tfidf_hour;tfidf_hous;tfidf_hurt;tfidf_idea;tfidf_im;tfidf_issu;tfidf_job;tfidf_keep;tfidf_kill;tfidf_kind;tfidf_know;tfidf_last;tfidf_late;tfidf_leav;tfidf_left;tfidf_let;tfidf_life;tfidf_like;tfidf_littl;tfidf_live;tfidf_long;tfidf_look;tfidf_lose;tfidf_lost;tfidf_lot;tfidf_love;tfidf_made;tfidf_make;tfidf_mani;tfidf_mayb;tfidf_mean;tfidf_med;tfidf_medic;tfidf_mental;tfidf_might;tfidf_mind;tfidf_mom;tfidf_month;tfidf_move;tfidf_much;tfidf_need;tfidf_never;tfidf_new;tfidf_next;tfidf_night;tfidf_normal;tfidf_noth;tfidf_notic;tfidf_old;tfidf_onc;tfidf_one;tfidf_onli;tfidf_pain;tfidf_panic;tfidf_parent;tfidf_part;tfidf_past;tfidf_peopl;tfidf_person;tfidf_place;tfidf_pleas;tfidf_point;tfidf_possibl;tfidf_post;tfidf_pretti;tfidf_probabl;tfidf_problem;tfidf_ptsd;tfidf_put;tfidf_question;tfidf_quit;tfidf_read;tfidf_real;tfidf_realli;tfidf_reason;tfidf_recent;tfidf_relationship;tfidf_rememb;tfidf_right;tfidf_said;tfidf_say;tfidf_scare;tfidf_school;tfidf_see;tfidf_seem;tfidf_self;tfidf_sever;tfidf_shit;tfidf_sinc;tfidf_situat;tfidf_sleep;tfidf_social;tfidf_someon;tfidf_someth;tfidf_sometim;tfidf_sorri;tfidf_start;tfidf_stay;tfidf_still;tfidf_stop;tfidf_stress;tfidf_struggl;tfidf_stuff;tfidf_suicid;tfidf_support;tfidf_sure;tfidf_symptom;tfidf_take;tfidf_talk;tfidf_tell;tfidf_thank;tfidf_therapi;tfidf_therapist;tfidf_thing;tfidf_think;tfidf_though;tfidf_thought;tfidf_time;tfidf_tire;tfidf_today;tfidf_told;tfidf_took;tfidf_tri;tfidf_turn;tfidf_two;tfidf_understand;tfidf_us;tfidf_use;tfidf_usual;tfidf_veri;tfidf_want;tfidf_way;tfidf_week;tfidf_weight;tfidf_well;tfidf_went;tfidf_whi;tfidf_whole;tfidf_wish;tfidf_without;tfidf_wonder;tfidf_work;tfidf_worri;tfidf_wors;tfidf_would;tfidf_wrong;tfidf_x200b;tfidf_year
213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,21E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,05E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;4,62E+15;0;0;0;0;0;0;3,40E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,66E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,32E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
214;0;0;1,75E+16;0;0;0;0;0;8,97E+15;0;0;1,43E+15;7,45E+15;0;0;1,22E+16;9,39E+15;0;0;0;0;0;1,47E+16;0;0;0;0;0;0;5,46E+15;0;0;0;0;0;0;0;0;1,00E+16;0;0;0;3,68E+15;9,48E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,56E+15;0;3,51E+16;0;1,01E+16;1,36E+16;0;0;0;0;0;0;0;0;0;4,68E+16;0;1,02E+16;0;0;0;0;8,87E+15;0;0;8,02E+15;0;0;0;0;0;0;0;0;8,90E+15;0;0;0;0;0;9,35E+15;0;0;0;0;4,92E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,70E+14;0;0;0;0;0;9,02E+15;0;0;0;0;0;9,52E+14;0;0;0;0;0;0;0;0;1,02E+16;9,40E+15;0;1,21E+16;0;0;0;0;0;8,55E+15;6,21E+15;0;0;0;0;0;0;9,11E+15;9,66E+15;0;0;0;0;0;0;0;0;0;0;0;1,01E+16;0;0;0;0;0;0;0;0;0;0;7,41E+15;0;8,96E+15;0;0;6,90E+15;0;0;3,17E+15;0;7,15E+14;0;0;0;0;0;0;0;0;1,35E+16;0;0;0;0;0;0;0;0;0;0;0;0;8,56E+15;0;0;0;2,63E+15;0;0;0;0;0;5,28E+15;0;1,44E+16;3,27E+16;8,05E+14;8,30E+14;0;1,00E+15;0;0;0;0;1,82E+15;0;0;0;0;5,77E+16
215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,30E+15;0;0;0;4,84E+15;3,42E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,34E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,32E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,48E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,03E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,63E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,37E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,86E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,97E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,43E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,08E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,86E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,42E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,23E+15;0;0;0;0;0;0;0;0;0;0;0
217;0;0;0;0;0;0;0;0;0;0;0;1,38E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,33E+16;0;1,05E+16;0;0;0;0;1,53E+16;0;0;0;0;0;0;0;0;3,65E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,14E+16;0;0;0;1,55E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;3,61E+15;0;0;2,90E+15;0;1,90E+15;0;0;1,53E+15;0;1,55E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49E+14;0;0;0;0;0;2,44E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;1,88E+14;0;0;0;0;0;0;0;0;0;2,56E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,80E+16;0;0;0;0;0;0;0;0;1,74E+16;0;0;0;0;1,11E+16;0;1,70E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,44E+15;0;0;0;1,01E+16;0;0;0;0;0;0;0;0;0;1,49E+16;0;0;0;0;0;0;1,55E+16;0;0;0;0;0;0;0;0;0;0;0;0;1,11E+16
218;0;0;0;8,59E+15;0;0;6,99E+15;0;7,89E+15;0;8,70E+15;6,30E+15;0;0;0;0;1,65E+16;0;0;0;5,51E+16;0;0;0;0;0;0;6,06E+16;6,58E+14;0;0;0;8,88E+15;0;0;0;0;0;8,80E+15;0;0;0;8,10E+15;0;6,79E+15;0;0;8,84E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;2,77E+15;7,72E+15;0;0;0;0;6,98E+15;0;0;0;0;0;0;0;0;2,23E+15;0;1,59E+16;0;7,57E+14;0;0;0;0;0;0;0;8,24E+15;7,56E+15;8,96E+15;0;0;0;0;2,34E+16;6,97E+15;0;0;0;0;0;0;0;2,64E+15;0;0;0;0;0;8,44E+15;8,90E+15;2,55E+15;0;0;0;8,72E+15;2,46E+16;4,33E+13;0;0;1,67E+16;0;0;5,57E+15;1,16E+16;0;6,96E+14;0;0;0;0;0;7,11E+15;0;1,05E+16;0;7,92E+15;1,72E+16;0;0;0;8,36E+15;7,96E+15;0;1,26E+15;0;1,16E+15;5,84E+16;6,08E+15;0;0;0;0;7,56E+15;0;0;0;0;0;0;0;0;0;7,52E+15;5,46E+15;0;0;0;0;0;0;0;8,50E+15;0;9,21E+15;0;0;0;0;8,97E+15;5,05E+15;8,10E+15;0;0;0;0;0;6,27E+15;0;0;6,28E+15;0;0;0;0;1,30E+16;0;1,58E+16;0;6,68E+15;0;0;1,76E+16;0;0;6,29E+15;0;0;0;0;0;0;7,43E+15;0;0;1,27E+16;6,89E+14;0;0;0;5,24E+14;5,05E+15;0;6,26E+15;0;0;0;0;0;0;0;0;0;0;0;8,68E+15;0;1,86E+16;1,25E+16;1,90E+16;0;7,09E+13;0;0;0;0;0;0;5,74E+15;0;0;5,60E+16;0;0;0
219;0;0;1,59E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,71E+16;0;1,83E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,65E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,96E+15;0;0;0;0;1,82E+16;1,78E+16;0;0;0;0;0;0;0;1,81E+16;0;1,64E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,84E+15;0;0;0;0;0;0;0;0;0;0;2,09E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,15E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,04E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,61E+13;0;0;7,94E+14;0;0;0;0;0;0;0;0;0;0;1,16E+16;0;0;0
220;0;0;0;0;0;0;1,87E+15;0;1,05E+16;0;0;0;0;0;0;0;0;3,22E+15;0;0;0;0;0;0;0;1,20E+16;9,90E+14;8,10E+14;0;0;0;0;0;0;1,86E+13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,79E+15;0;9,07E+15;1,07E+16;0;0;0;2,16E+16;0;0;0;0;1,22E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,33E+16;0;0;0;1,93E+16;0;0;0;0;0;0;0;1,20E+16;0;8,42E+14;0;0;0;0;0;0;0;0;0;0;0;2,12E+15;0;0;0;1,04E+16;0;0;0;0;0;0;1,87E+15;0;0;5,79E+15;8,59E+15;0;0;0;0;7,44E+15;5,15E+15;0;0;0;1,77E+16;0;0;0;9,51E+15;0;7,03E+14;0;0;0;2,34E+15;0;0;2,23E+16;0;0;0;0;0;7,81E+15;0;0;0;0;1,03E+15;1,01E+16;0;1,11E+14;0;0;0;0;1,24E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,00E+15;0;8,38E+14;0;0;8,39E+15;1,92E+16;0;1,19E+16;0;1,74E+15;0;0;0;0;1,62E+15;0;0;1,49E+16;0;0;8,81E+15;0;0;0;0;0;0;0;7,92E+15;0;0;0;0;0;0;2,02E+15;0;0;6,14E+15;0;0;0;0;7,15E+15;0;0;0;0;0;0;0;6,21E+16;0;8,45E+15;0;0;9,76E+15;0;0;0;0;0;7,67E+15;2,14E+16;1,07E+16;7,48E+15;0;0;1,36E+15
221;0;0;2,48E+16;0;0;0;0;0;0;0;0;0;0;0;0;1,73E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,03E+15;0;0;0;0;2,19E+16;0;0;0;0;0;2,22E+16;0;0;2,49E+16;0;0;0;0;0;0;0;0;2,30E+15;0;0;0;0;0;0;1,28E+16;0;0;0;0;0;0;0;0;0;0;0;2,88E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,26E+16;0;0;0;0;0;0;2,76E+15;0;0;0;0;0;0;0;0;0;0;0;0;1,69E+16;0;0;0;0;0;0;2,69E+15;0;0;0;0;0;0;1,96E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,22E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,02E+13;0;2,65E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,01E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;2,99E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
222;1,16E+16;0;0;0;1,39E+16;0;0;0;0;0;0;9,24E+15;0;0;0;1,57E+16;0;1,77E+16;0;0;0;0;0;0;0;0;0;0;0;7,04E+14;0;0;0;0;0;0;0;1,45E+16;0;0;0;2,36E+15;0;1,22E+16;0;0;0;0;0;0;0;0;0;0;2,34E+16;0;0;0;0;1,01E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,84E+15;8,25E+15;0;0;1,06E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,23E+16;0;0;2,32E+15;0;0;0;0;0;1,24E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,13E+16;0;0;0;9,70E+15;0;0;0;0;0;7,71E+15;0;0;0;0;5,82E+15;1,16E+16;0;0;0;0;0;8,49E+15;0;0;0;0;0;0;0;0;0;0;0;8,79E+15;0;0;0;0;1,10E+16;0;0;0;0;0;0;0;0;0;0;1,35E+15;0;0;1,23E+16;0;0;7,40E+15;0;0;0;0;0;0;0;0;0;1,84E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,68E+15;0;0;0;1,32E+16;1,34E+16;0;0;0;0;0;0;0;1,10E+15;0;0;0;0;0;0;2,00E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,46E+15;0;0;0
223;0;0;0;0;0;0;7,36E+15;0;0;0;0;6,64E+15;0;0;0;0;0;0;0;0;0;0;0;0;3,10E+15;0;0;0;0;5,06E+15;0;0;0;8,71E+15;0;0;0;0;0;0;0;0;0;0;7,15E+15;0;0;0;0;0;1,82E+16;0;8,56E+15;0;0;0;0;9,51E+15;8,50E+15;7,26E+15;0;0;0;0;8,49E+15;0;0;0;0;0;1,10E+16;0;6,99E+14;7,93E+15;0;8,12E+14;1,56E+15;0;4,20E+14;0;0;0;0;7,06E+15;1,00E+16;0;0;0;4,34E+16;0;9,43E+15;0;0;0;0;0;7,34E+15;0;0;0;0;0;9,35E+15;0;5,56E+16;8,77E+15;8,33E+15;0;0;9,58E+15;0;0;0;0;0;0;0;0;4,56E+13;0;0;0;0;1,70E+16;0;8,11E+15;8,32E+15;0;0;0;0;0;0;0;3,14E+15;1,11E+16;0;0;0;9,22E+13;0;0;0;0;0;0;0;6,10E+15;6,15E+16;0;0;0;0;1,63E+15;0;0;0;0;0;6,31E+14;0;0;9,22E+15;8,99E+15;0;1,15E+16;7,25E+15;0;0;0;0;0;0;8,95E+15;0;0;1,67E+15;0;0;0;0;0;0;0;0;0;0;1,58E+16;6,60E+15;1,66E+16;8,40E+15;1,98E+16;7,56E+15;0;9,38E+15;0;2,06E+16;0;2,49E+15;0;0;0;0;0;5,87E+15;1,77E+16;0;0;0;0;0;0;0;7,82E+15;0;6,24E+15;0;0;0;0;0;5,51E+16;0;1,63E+16;6,59E+14;4,84E+16;9,54E+15;0;1,59E+15;0;5,64E+15;0;0;0;0;0;0;0;4,90E+15;0;1,33E+15;0;0;7,69E+15;0;0;0;0;0;0;8,43E+15;0;1,18E+16;0;0;1,60E+16
224;0;0;0;0;0;0;0;0;9,20E+15;0;0;7,35E+15;0;0;0;6,25E+14;0;7,03E+15;0;0;6,43E+15;9,42E+15;1,51E+16;0;0;0;0;0;0;5,60E+16;2,03E+16;0;0;0;0;0;0;0;0;0;0;0;0;9,72E+15;0;0;9,93E+15;0;7,34E+15;0;0;0;0;2,37E+15;0;0;0;0;0;0;0;0;0;0;0;7,68E+15;0;8,14E+15;0;0;0;8,31E+15;0;8,78E+15;0;8,99E+15;0;0;9,29E+15;6,57E+15;8,82E+15;0;0;0;0;0;0;0;4,80E+16;0;5,22E+16;0;0;0;0;0;8,13E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,04E+16;0;0;0;0;0;9,57E+14;3,03E+15;7,49E+15;0;0;0;0;6,49E+15;2,24E+15;0;8,11E+15;0;0;0;1,00E+16;0;0;0;0;9,32E+15;0;0;1,02E+16;2,78E+16;0;0;0;0;0;0;0;0;7,09E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,37E+15;0;0;0;8,69E+15;0;0;0;0;0;0;0;0;9,77E+15;0;1,05E+16;0;1,89E+15;0;9,87E+15;0;2,35E+15;0;7,31E+15;9,20E+15;0;0;0;0;3,11E+15;0;0;0;0;0;0;1,41E+16;0;0;1,95E+16;1,96E+16;0;0;0;0;1,05E+16;0;0;0;0;6,91E+15;7,39E+15;0;0;0;0;6,11E+15;0;0;7,30E+15;5,36E+15;0;0;0;1,02E+16;0;0;0;9,57E+15;0;0;0;0;0;0;7,37E+15;0;0;8,52E+15;8,29E+15;0;0;0;9,97E+15;6,69E+15;0;0;0;0;0;1,78E+16
225;0;0;3,96E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,58E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,05E+15;2,90E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,72E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;2,23E+16;0;0;0;0;0;0;1,98E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,45E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,82E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,98E+14;0;0;1,81E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,66E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,66E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,91E+14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,97E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,56E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,95E+16;0;0;0;0;0;0;0;0;2,06E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,66E+15;0;0;0;0;0;0;3,78E+16;0;0;0;0;0;0
227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,10E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,65E+16;0;0;0;0;0;0;0;0;0;0;0;2,09E+16;1,67E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,09E+15;0;0;0;0;0;0;0;0;1,48E+15;0;0;0;0;0;8,46E+15;0;0;0;0;0;0;0;0;0;2,90E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,79E+15;0;8,90E+15;0;0;0;0;0;0;3,96E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,72E+15;0;0;0;0;0;0;1,10E+16;0;0;0;0;0;0;2,25E+15;0;0;0;0;0;0;0;3,49E+16;0;0;0;0;0;0;0;2,07E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,64E+15;0;0;0;0;0;1,81E+16;0;0;0;0;0;1,69E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,44E+15;0;1,53E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
230;0;0;0;0;0;1,52E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,49E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,68E+15;0;0;0;0;0;1,36E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,52E+16;0;0;0;0;0;1,70E+16;0;0;0;0;0;0;8,13E+15;0;2,65E+16;1,31E+15;1,24E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,55E+15;1,27E+15;0;0;0;0;0;0;0;0;0;1,31E+16;0;0;0;0;0;4,15E+16;0;0;0;1,73E+16;0;0;1,65E+16;0;0;0;0;0;0;0;0;0;1,46E+15;1,52E+16;0;0;0;0;0;1,18E+16;0;0;0;0;0;0;1,36E+16;1,63E+16;0;0;0;0;0;0;0;0;0;0;1,66E+16;0;0;9,97E+15;0;0;0;0;0;1,48E+16;0;0;0;1,24E+16;0;0;0;0;1,29E+16;0;1,56E+16;0;0;0;0;0;0;0;1,24E+16;1,30E+16;0;0;1,78E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;1,24E+16;9,07E+15;0;1,47E+15;1,49E+16;0;0;0;0;0;0;0;0;0;1,84E+16;0;1,25E+16;0;0;1,44E+16;0;0;0;0;0;0;0;1,59E+16;0;0;0;0
231;0;0;1,63E+15;0;0;0;1,48E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,22E+15;1,91E+16;0;0;0;0;0;0;0;0;0;0;0;0;1,10E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,73E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,07E+16;0;0;0;0;0;3,17E+16;0;0;0;2,65E+15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,74E+16;0;0;0;1,57E+16;1,73E+15;0;0;1,46E+16;0;0;3,87E+15;0;0;0;1,32E+15;9,71E+15;0;0;1,59E+16;0;1,13E+16;0;1,63E+16;0;0;0;0;0;0;0;2,67E+16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
