ID_author;liwc_1st_pers;liwc_2nd_pers;liwc_3rd_pers;liwc_achievement;liwc_adverbs;liwc_affective_processes;liwc_anger;liwc_anxiety;liwc_articles_article;liwc_assent;liwc_auxiliary_verbs;liwc_biological;liwc_body;liwc_causation;liwc_certainty;liwc_cognitive;liwc_common_verbs;liwc_conjunctions;liwc_death;liwc_discrepancy;liwc_exclusive;liwc_family;liwc_feel;liwc_fillers;liwc_friends;liwc_future_tense;liwc_health;liwc_hear;liwc_home;liwc_humans;liwc_impersonal_pronouns;liwc_inclusive;liwc_ingestion;liwc_inhibition;liwc_insight;liwc_leisure;liwc_money;liwc_motion;liwc_negations;liwc_negative_emotion;liwc_nonfluencies;liwc_numbers;liwc_past_tense;liwc_perceptual_processes;liwc_personal_pronouns;liwc_positive_emotion;liwc_prepositions;liwc_present_tense;liwc_quantifiers;liwc_relativity;liwc_religion;liwc_sadness;liwc_see;liwc_sexual;liwc_social_processes;liwc_space;liwc_swear_words;liwc_tentative;liwc_time;liwc_total_functional;liwc_total_pronouns;liwc_work
706;0;0;0;0;6;4;2;0;6;1;6;2;0;0;0;9;14;3;1;1;2;0;4;0;1;1;1;3;1;1;9;1;0;1;2;3;0;1;1;2;0;0;0;7;5;2;9;11;2;6;0;0;0;1;6;4;1;2;1;42;14;0
707;0;2;0;2;11;11;1;0;7;0;31;10;1;1;4;50;49;23;0;3;13;2;3;0;0;2;9;1;0;1;16;17;1;0;10;2;1;2;7;4;2;0;5;7;30;7;39;37;7;34;0;3;2;0;8;13;0;11;18;164;46;8
708;0;1;0;1;16;13;5;2;7;1;7;7;1;3;1;23;28;9;0;2;4;0;1;0;0;0;2;0;1;0;2;6;0;2;3;0;5;6;3;8;0;2;3;2;16;6;26;24;5;38;0;2;0;4;1;13;5;2;19;86;18;7
709;1;3;1;1;6;2;0;0;7;0;8;3;0;3;3;20;14;10;0;2;2;0;0;0;0;0;2;0;0;0;6;7;1;0;1;0;0;0;3;2;0;2;2;0;13;0;13;12;3;13;0;1;0;0;5;9;0;1;4;66;19;4
710;0;0;0;0;10;7;3;0;12;0;16;15;7;1;1;37;43;17;0;6;8;0;4;2;2;2;2;3;3;0;7;15;6;0;6;3;3;4;4;3;0;2;18;10;29;4;34;19;4;34;0;0;3;0;13;14;2;3;18;126;36;2
711;1;3;0;1;7;11;3;0;5;1;14;0;0;0;1;19;25;11;1;2;5;3;1;0;0;0;0;0;0;0;6;5;0;0;7;1;0;2;0;8;0;3;5;1;22;3;17;18;1;27;0;3;0;0;15;10;0;6;14;83;28;0
712;0;1;0;0;4;4;1;1;2;0;4;7;5;0;0;5;11;4;0;2;2;0;1;0;0;0;2;0;1;2;5;0;0;0;1;0;0;1;0;4;0;1;1;1;5;0;10;10;3;5;0;2;0;1;4;3;1;1;1;35;10;0
713;0;2;0;0;5;3;0;0;1;0;4;4;0;1;1;4;7;6;0;0;2;0;0;0;0;0;3;0;0;1;2;0;3;0;0;0;1;1;0;0;1;0;2;0;3;4;7;5;0;7;0;0;0;0;3;2;0;1;4;24;5;0
714;0;0;0;1;11;8;0;4;5;0;10;3;0;0;0;21;26;10;0;1;5;0;3;0;0;0;3;0;1;0;5;6;0;1;8;0;0;5;4;7;0;0;4;3;16;1;14;22;0;19;0;2;0;0;4;5;0;0;9;66;21;2
715;0;2;1;1;7;6;2;1;4;0;5;2;0;1;2;21;10;10;1;2;5;0;1;0;0;1;2;0;0;4;7;7;0;0;4;0;1;1;3;5;0;2;0;1;7;1;17;8;2;15;0;2;0;0;11;4;0;0;8;57;14;0
716;0;0;0;0;1;2;0;0;0;0;4;0;0;0;0;9;8;3;0;2;2;0;0;0;0;1;0;0;1;0;1;3;0;0;2;0;0;1;0;1;0;0;3;0;3;1;4;4;0;4;0;0;0;0;2;2;0;1;1;16;4;0
719;0;0;0;3;1;8;2;0;7;0;7;3;0;2;0;16;12;7;0;1;5;0;1;1;0;1;2;1;0;1;5;4;1;0;3;0;1;2;1;4;0;3;2;3;4;4;14;7;3;7;0;2;1;0;2;3;2;3;2;48;9;1
720;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;3;2;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;4;0;3;0;0;2;0;0;0;0;2;1;0;0;1;9;4;2
721;2;0;1;6;21;20;0;1;24;1;35;14;0;7;3;70;66;36;1;9;17;0;7;0;0;3;14;1;0;0;22;16;0;3;11;0;0;2;3;10;0;0;19;8;34;10;37;40;14;47;1;8;0;0;5;18;0;17;27;209;56;3
722;0;0;0;4;12;15;1;1;17;0;20;11;1;2;3;15;23;12;0;0;0;0;1;0;0;0;9;0;2;2;4;8;1;0;2;1;2;2;4;7;2;1;11;2;18;9;34;11;4;47;1;5;0;0;5;20;1;0;25;122;22;3
723;0;0;0;2;6;8;0;0;7;0;10;7;1;0;0;14;15;4;0;2;3;1;2;0;0;1;6;0;0;0;1;6;0;0;3;0;0;0;2;3;0;1;3;2;6;5;15;10;1;13;0;2;0;0;1;6;0;1;7;50;7;3
724;0;1;0;2;6;10;1;0;5;0;13;6;3;4;0;31;27;17;0;1;3;0;2;3;1;1;2;3;0;1;12;14;1;2;5;2;0;2;4;2;0;0;5;5;10;7;27;17;3;25;0;0;0;0;11;12;0;3;14;91;22;2
725;0;1;0;0;1;4;0;1;4;0;8;3;0;1;0;13;12;9;0;1;4;0;0;0;0;0;3;0;0;0;1;5;0;0;2;0;0;0;1;3;0;0;3;0;7;1;7;9;1;8;0;0;0;0;5;3;0;3;4;35;8;0
726;0;0;0;3;8;17;0;1;12;0;12;5;1;3;5;42;31;16;0;5;11;0;3;4;0;1;3;1;0;0;21;10;0;0;9;0;1;2;6;7;0;1;10;5;23;10;24;18;5;34;0;5;1;1;8;11;0;4;25;123;44;3
727;1;1;0;7;19;15;2;2;15;0;25;10;5;2;1;56;52;23;1;7;12;2;1;0;0;2;5;0;0;1;15;23;0;2;8;2;0;6;8;8;0;3;13;1;36;5;44;34;10;52;1;1;0;0;21;21;1;4;23;185;51;3
728;0;0;0;0;4;10;3;1;12;1;17;4;2;1;0;23;34;14;1;3;0;0;2;0;0;0;2;1;1;0;7;14;0;0;4;0;0;3;1;6;0;1;19;5;18;4;21;12;1;24;0;1;1;0;3;8;0;2;11;93;25;0
729;0;1;1;3;16;11;0;0;10;0;21;13;8;4;1;41;42;32;0;2;15;0;1;2;0;0;5;2;1;0;14;10;1;1;7;1;0;2;6;6;1;4;10;4;22;5;32;31;6;49;0;3;0;0;5;24;0;13;25;146;36;0
730;0;2;3;5;9;23;2;1;31;1;46;5;0;3;5;82;73;37;1;19;13;1;2;2;0;9;4;0;1;2;29;28;0;6;11;10;14;3;9;5;0;0;6;3;35;18;40;54;8;36;1;1;1;1;19;17;1;6;20;234;64;16
731;0;1;0;1;4;7;4;1;3;0;8;3;1;4;0;23;16;6;0;3;4;0;1;1;0;2;1;0;0;0;4;5;0;0;3;0;0;0;3;6;0;0;1;1;9;1;15;12;2;11;0;1;0;1;3;7;2;4;5;52;13;2
732;0;4;0;0;10;8;1;1;6;0;20;5;2;1;2;27;37;15;0;3;6;0;0;1;2;2;1;1;0;3;14;6;0;0;8;0;2;2;5;4;0;0;10;3;19;4;12;23;4;16;0;1;2;3;13;7;1;4;8;94;33;0
733;0;0;1;1;8;13;3;0;10;0;32;6;0;1;0;21;45;12;0;3;5;2;1;0;4;2;6;1;1;1;10;6;0;0;4;1;2;0;10;5;0;3;6;3;26;8;25;36;3;16;0;1;1;0;34;9;0;1;5;127;36;4
734;1;2;0;0;11;7;4;1;13;0;10;3;1;2;0;31;21;13;0;4;7;2;1;0;0;1;2;3;1;1;6;10;0;1;2;0;0;4;0;6;0;0;10;4;23;0;14;10;5;23;1;0;0;0;18;10;1;6;8;92;29;0
735;0;0;1;2;3;3;0;0;3;0;8;2;1;1;0;8;10;3;1;0;2;0;2;0;0;0;1;0;0;0;2;4;0;0;1;0;0;0;1;1;0;1;8;2;10;2;11;2;3;8;0;1;1;0;3;6;0;0;2;42;12;0
736;0;1;0;0;3;6;1;1;2;0;7;2;0;3;1;20;15;9;0;3;4;0;0;2;0;1;1;1;0;1;3;7;0;0;0;0;0;3;3;2;0;0;4;1;8;4;12;10;3;15;0;0;0;1;4;7;1;3;7;47;11;0
739;0;1;3;2;8;10;1;1;13;0;19;6;1;4;3;29;28;14;0;1;6;0;1;4;0;0;4;0;0;4;12;9;0;1;5;1;0;2;4;4;0;4;2;1;10;6;15;25;9;21;1;1;0;1;10;14;0;4;8;103;22;2
740;0;1;1;10;33;33;10;3;18;0;32;26;9;8;5;87;91;31;0;12;20;0;11;2;1;0;8;4;0;1;22;15;6;2;20;3;0;4;14;19;0;3;14;17;59;13;50;71;18;40;0;4;2;5;9;13;7;11;25;255;81;1
741;11;1;2;2;23;24;8;1;22;2;40;12;1;2;6;87;77;27;0;15;14;2;1;0;3;7;9;0;2;0;24;31;1;3;14;2;5;13;8;13;1;3;18;4;42;10;76;41;6;84;0;3;2;1;61;34;1;14;37;256;66;3
742;0;3;0;1;6;8;1;0;5;0;5;9;2;4;1;19;18;9;0;0;2;1;2;0;0;0;7;1;0;2;8;7;0;0;4;3;0;0;1;3;0;2;6;6;10;5;12;11;2;6;0;1;3;1;11;3;1;2;3;53;18;1
743;0;11;1;6;5;17;0;0;12;0;12;4;1;4;3;32;31;16;0;2;3;0;3;0;0;1;2;1;0;0;11;11;0;0;5;1;0;5;2;2;0;1;8;4;33;15;37;22;7;37;0;1;0;1;26;14;0;5;18;131;44;7
744;1;0;3;19;27;65;15;3;36;3;51;36;11;11;13;123;131;50;2;14;22;3;6;6;8;9;4;8;6;0;31;35;10;5;19;8;4;17;21;28;3;3;14;19;105;37;96;100;16;94;1;3;3;14;54;41;13;13;34;407;136;16
745;0;1;0;6;6;7;0;1;5;0;11;5;2;9;0;28;24;11;0;2;2;0;2;0;0;1;3;0;0;0;7;8;0;1;10;0;0;0;1;2;0;1;5;3;16;4;13;16;0;11;0;1;0;0;4;7;0;1;4;64;23;2
746;0;2;0;0;5;3;0;0;2;1;11;2;0;0;0;11;16;9;0;3;3;0;0;0;0;0;2;1;0;0;5;3;0;1;2;0;0;0;0;2;0;0;4;3;10;1;8;11;1;8;0;2;0;0;4;3;0;6;5;48;15;0
747;0;0;0;4;12;4;1;0;5;0;20;5;5;2;2;17;29;7;0;3;4;0;1;0;0;1;0;0;2;0;7;4;0;0;2;0;0;0;7;2;1;1;2;1;17;2;20;25;6;24;0;1;0;0;0;11;0;0;12;93;24;6
748;0;1;2;1;17;29;5;1;8;1;27;6;2;3;4;63;58;40;2;8;17;0;2;3;4;2;2;0;1;1;17;20;0;0;11;1;0;2;10;13;0;0;3;3;29;14;25;50;10;29;0;5;0;2;14;17;4;13;13;165;46;0
749;0;2;0;2;5;6;0;0;2;0;6;2;0;0;2;16;11;5;0;4;4;0;0;2;0;2;2;0;0;0;6;2;0;0;4;0;0;1;3;0;0;0;2;1;7;6;15;7;1;13;0;0;1;0;5;5;0;3;9;47;13;1
750;0;0;0;0;3;1;0;0;1;0;1;2;0;1;0;5;4;1;0;0;1;0;0;0;0;0;2;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;6;4;0;3;0;0;0;0;0;1;0;0;2;13;2;0
751;0;0;1;0;8;7;1;1;1;0;10;6;3;1;4;17;24;9;0;0;4;0;2;2;0;0;0;0;0;0;9;4;3;0;4;3;0;3;4;3;1;1;2;3;14;4;11;21;4;12;0;0;1;0;1;6;0;0;5;64;23;0
752;0;1;0;4;11;9;2;0;19;1;29;14;4;4;2;63;56;19;0;6;10;0;4;1;0;4;5;2;0;2;15;22;6;0;7;3;0;5;4;2;0;0;7;8;29;7;34;43;17;30;0;0;2;0;10;7;0;14;19;171;44;6
753;0;0;0;3;6;6;0;2;5;1;8;2;0;3;0;15;21;7;0;1;3;0;0;0;0;0;2;0;0;0;2;6;0;0;4;1;0;5;3;5;0;0;5;0;9;1;12;15;0;18;0;3;0;0;1;7;0;1;5;48;11;1
754;0;0;3;11;43;37;2;1;28;0;46;12;3;2;7;72;86;36;0;12;18;2;3;2;2;3;5;0;2;2;19;17;1;2;11;4;1;9;8;12;3;0;23;4;56;25;69;55;8;62;0;1;1;3;23;23;2;9;28;284;75;11
755;0;0;0;1;4;3;0;0;4;0;5;0;0;0;2;12;12;3;0;2;2;0;1;0;0;0;0;0;0;0;2;2;0;0;3;0;2;2;3;1;0;1;4;1;3;2;5;8;1;11;0;1;0;0;1;2;0;1;7;27;5;0
756;1;3;4;5;26;29;2;9;30;2;47;11;2;2;4;88;89;46;0;17;22;0;4;2;1;4;7;6;2;2;18;32;2;0;10;3;3;8;14;16;1;2;32;13;63;13;76;42;9;69;0;3;3;0;38;25;0;15;37;308;81;20
757;0;1;2;9;13;9;2;0;25;0;45;11;0;4;3;56;68;27;1;6;12;0;2;2;0;2;8;1;0;0;12;21;2;1;14;3;0;9;14;6;0;4;23;6;37;3;64;37;8;73;0;3;2;1;12;31;1;8;31;232;49;4
758;0;0;0;3;5;7;0;1;12;0;20;6;0;0;1;18;36;14;1;0;2;1;1;2;0;1;5;1;1;0;5;11;0;2;1;4;0;2;2;2;0;1;10;2;22;5;33;25;2;31;0;0;0;1;10;15;0;2;14;109;27;7
761;0;0;0;0;1;1;0;0;2;0;7;0;0;1;0;7;11;5;0;2;3;0;0;0;0;1;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;3;0;4;1;2;7;1;6;0;0;0;0;1;2;0;1;4;26;8;0
762;0;0;2;4;3;12;0;3;10;0;15;3;0;5;2;30;26;8;0;3;4;0;0;1;0;2;3;0;0;1;11;7;0;1;6;2;1;0;3;4;0;0;14;1;21;8;27;9;4;7;0;0;1;0;9;4;0;7;4;96;32;2
763;0;1;0;4;15;14;0;0;14;1;20;7;0;2;2;32;38;18;0;6;4;0;1;2;0;1;6;1;0;0;20;10;1;1;5;1;0;3;4;6;0;3;5;5;18;8;26;29;4;23;0;3;2;0;8;10;0;6;11;129;38;4
764;0;0;0;0;2;11;2;0;2;0;3;1;1;1;0;11;9;6;0;1;3;2;0;1;1;0;0;0;0;1;4;3;0;0;3;0;0;0;2;6;0;0;0;0;9;5;4;9;1;4;1;3;0;0;4;1;2;3;3;31;13;0
765;0;0;4;0;8;1;0;0;2;1;8;2;1;0;0;14;22;10;0;3;4;2;0;0;0;2;1;0;1;0;4;4;0;2;1;0;0;2;3;0;0;0;3;0;18;1;15;17;0;18;0;0;0;0;9;10;0;2;6;60;22;1
766;0;1;0;0;1;2;0;0;0;0;6;2;0;1;3;14;11;4;0;2;3;0;0;0;0;1;2;1;0;0;4;3;0;0;1;0;0;1;2;0;0;0;2;2;2;2;9;5;1;6;0;0;1;0;2;2;0;3;3;28;6;0
767;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;4;2;2;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;2;0;1;0;1;0;1;1;2;0;0;0;1;1;0;2;0;1;1;0;6;1;0
768;0;0;1;7;10;29;3;2;15;0;29;3;1;3;1;51;60;13;2;5;7;1;7;5;6;2;2;0;0;0;7;19;0;0;16;0;0;8;7;13;0;4;16;7;54;16;38;37;3;41;0;6;0;0;18;11;0;1;22;174;61;2
769;0;2;2;2;9;8;1;0;11;0;24;8;0;2;0;35;43;17;0;5;10;1;1;0;1;2;8;0;0;2;7;6;0;3;5;0;0;1;4;1;0;0;15;1;18;7;19;20;6;17;0;0;0;0;17;7;0;9;7;108;25;2
770;0;0;0;3;8;6;0;1;15;0;25;10;5;4;3;51;50;26;0;4;15;0;0;0;0;2;4;0;0;0;13;18;1;2;4;0;2;5;11;3;1;0;6;0;25;3;45;40;11;49;0;1;0;0;1;21;0;11;22;169;38;3
771;0;0;0;2;3;1;0;0;0;0;5;4;0;2;0;7;7;1;0;2;1;0;0;0;0;0;4;0;0;0;0;2;0;1;0;0;0;0;1;1;0;1;1;0;6;0;8;5;0;6;0;1;0;0;1;3;0;0;3;23;6;1
772;0;0;0;1;5;11;2;3;9;0;9;4;1;1;3;22;27;14;0;0;5;0;0;0;0;0;3;0;0;1;6;9;0;1;2;0;0;7;2;8;0;0;8;3;8;1;15;19;7;20;0;3;2;0;4;3;0;1;10;71;14;1
773;0;0;0;0;7;8;0;0;2;0;11;0;0;1;0;14;20;7;0;2;2;0;1;1;2;2;0;0;0;0;0;6;0;0;3;0;0;0;1;3;0;0;0;1;6;4;7;13;1;8;0;2;0;0;2;4;0;1;5;34;6;0
774;0;1;1;1;5;12;3;0;18;0;14;3;3;1;1;33;36;15;1;4;3;0;3;2;0;0;0;0;0;1;4;18;0;2;2;1;3;17;5;7;0;1;11;4;32;5;43;23;3;51;0;2;1;0;12;25;2;3;14;133;36;0
775;0;1;1;4;12;15;2;1;18;0;20;8;1;5;0;41;42;23;0;6;14;0;3;4;0;4;7;0;0;0;13;13;0;1;7;0;0;6;4;8;0;1;10;3;17;7;40;27;8;56;0;5;0;0;3;23;0;7;30;142;30;5
776;0;4;0;1;2;0;0;0;0;0;4;1;0;2;0;3;4;3;0;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;3;1;4;0;2;1;0;1;0;0;0;0;5;1;0;1;0;14;5;1
777;0;2;0;2;3;3;0;0;0;0;1;1;0;1;0;4;3;5;0;1;1;0;0;0;0;0;1;0;0;1;1;2;0;0;0;0;0;1;0;0;0;0;0;0;2;3;1;3;0;3;0;0;0;0;4;1;0;1;1;11;3;1
778;0;3;0;0;0;3;0;1;3;0;8;2;1;1;0;6;11;3;0;0;3;0;0;1;0;0;1;0;0;0;7;1;0;0;1;0;0;0;0;2;0;3;7;1;6;1;3;4;2;7;0;1;1;0;3;3;0;1;5;35;13;0
779;0;1;0;1;14;8;0;0;6;0;13;2;0;4;2;35;33;12;0;3;13;0;3;0;0;1;2;3;3;0;11;11;0;0;3;4;1;4;6;4;0;0;6;6;15;4;32;25;5;32;0;3;0;0;9;15;0;1;12;110;26;3
780;0;6;5;7;41;38;4;2;25;2;48;13;1;10;9;114;95;50;0;16;26;2;3;3;0;3;11;1;0;2;36;35;1;2;15;2;2;16;24;14;1;1;24;6;96;24;86;60;17;78;0;2;2;0;36;32;0;14;31;397;132;13
781;0;2;0;1;3;5;0;0;4;0;7;6;5;2;1;19;19;8;0;3;4;0;3;0;0;1;1;0;1;0;3;7;0;0;2;0;0;2;1;2;0;0;4;3;9;3;9;14;1;11;0;0;0;0;4;3;0;4;6;43;12;1
782;0;2;0;0;6;5;1;2;2;0;10;2;0;2;1;21;20;11;0;2;3;0;2;0;0;0;2;0;0;0;0;6;0;2;6;1;0;0;2;4;1;0;4;4;12;1;3;16;0;10;0;0;2;0;5;3;0;5;7;42;12;0
783;0;1;0;1;1;1;0;0;0;0;5;1;0;1;0;8;9;1;0;3;1;0;0;1;0;1;1;0;0;0;7;1;0;1;1;0;0;0;4;0;0;0;0;0;3;1;5;8;0;4;0;0;0;0;1;0;0;2;4;22;10;1
784;0;0;0;3;4;6;0;2;7;0;15;5;3;1;2;33;28;13;0;8;7;0;1;1;0;2;2;2;0;0;14;11;0;0;5;1;0;2;4;5;0;1;3;4;16;1;27;23;4;20;0;1;1;0;5;10;0;5;8;99;30;1
785;0;2;0;2;13;10;2;6;8;0;9;2;2;4;2;35;20;17;0;3;4;0;3;1;0;0;0;0;0;0;14;12;0;2;6;0;0;1;3;9;0;0;1;4;17;1;26;16;4;22;0;2;0;0;3;11;0;5;10;100;31;1
786;1;0;0;7;12;5;0;1;11;0;8;1;0;7;0;25;23;12;1;2;1;0;0;0;0;0;1;0;4;0;3;8;0;0;7;0;0;2;1;3;0;6;1;0;16;2;24;21;2;27;0;1;0;0;4;11;0;2;13;87;19;10
787;2;0;0;3;7;10;0;0;8;0;11;1;1;0;0;21;17;9;0;3;4;0;0;0;1;0;0;0;1;0;10;6;0;1;4;0;0;4;1;4;0;0;3;0;8;6;12;8;3;19;0;3;0;1;3;2;1;3;11;65;18;1
788;0;0;1;0;2;3;0;0;1;0;5;0;0;0;1;8;7;1;0;0;3;0;1;0;0;0;0;0;0;0;2;0;0;0;2;0;0;1;3;0;0;1;3;1;3;3;2;4;2;6;0;0;0;0;2;1;0;0;3;19;5;0
789;0;0;4;10;27;30;3;3;26;0;57;29;7;8;5;86;106;43;2;7;19;5;7;4;1;3;14;0;3;1;29;34;6;1;12;4;0;10;9;14;0;5;22;11;64;16;69;76;12;91;1;4;4;4;27;32;2;9;53;325;93;9
790;0;0;0;0;4;5;0;0;6;0;6;3;0;2;0;8;10;6;0;0;1;0;0;0;0;0;2;0;0;0;4;5;0;0;0;0;0;3;0;3;1;0;3;1;13;1;10;7;1;11;0;1;1;1;5;3;0;0;5;46;17;1
791;0;1;0;1;6;4;0;0;1;0;15;6;0;2;1;20;19;7;0;0;7;0;0;0;0;0;6;0;0;2;9;5;0;0;4;0;0;0;5;3;0;0;9;1;11;1;8;10;1;3;0;1;0;0;4;1;0;3;2;56;20;0
792;0;0;0;1;12;10;0;0;11;0;12;4;2;2;2;29;34;11;0;3;3;0;1;1;2;0;1;0;0;2;7;10;0;0;7;0;0;0;5;6;0;0;3;1;21;4;24;31;4;18;0;4;0;3;16;8;2;1;11;99;28;0
793;0;0;0;2;4;7;0;0;8;0;8;1;0;0;0;15;18;10;0;1;2;0;4;1;0;0;1;0;0;0;10;5;0;0;5;2;0;1;1;3;0;0;1;4;4;4;17;15;3;15;0;2;0;0;2;4;0;1;9;61;14;0
794;0;1;0;1;8;4;0;0;4;0;11;3;0;0;0;16;17;9;0;4;7;0;0;0;0;1;2;1;0;0;3;6;0;0;0;0;0;0;0;1;1;0;3;1;5;3;14;10;1;7;0;0;0;1;4;4;0;3;3;52;8;1
795;0;6;0;1;9;4;2;0;4;0;14;15;0;2;6;21;20;11;0;1;3;0;1;1;0;1;11;0;1;0;7;5;5;4;1;2;1;1;6;2;0;0;3;3;19;3;9;15;6;16;0;0;0;0;10;3;0;1;13;78;26;1
796;1;3;0;1;17;12;0;0;4;0;18;2;0;4;5;48;34;18;0;4;15;0;4;3;1;0;1;1;0;0;20;5;0;1;16;0;3;0;7;1;0;2;3;5;19;11;18;30;3;13;0;1;0;1;9;5;0;8;10;111;39;1
797;0;4;0;1;11;14;1;2;11;0;19;7;0;0;1;27;30;12;0;2;5;0;1;0;1;0;7;1;0;0;7;7;0;0;6;0;0;0;2;7;0;2;9;3;16;5;24;20;4;32;0;4;1;0;13;6;0;9;26;99;23;1
798;0;1;5;4;14;24;3;7;11;0;28;8;2;3;0;50;54;25;0;4;14;0;4;4;0;3;6;7;3;1;9;11;0;3;9;1;0;2;10;12;1;5;10;13;49;11;25;39;6;31;0;1;2;0;20;10;0;11;23;166;58;0
799;1;0;1;1;4;2;0;0;7;0;16;4;1;1;1;23;31;10;0;5;5;1;0;0;0;0;3;0;0;2;6;7;0;0;5;0;0;2;4;0;0;1;3;4;15;2;15;28;3;14;0;0;4;0;16;6;0;3;5;75;21;0
800;1;0;0;0;8;15;0;0;7;1;12;2;2;1;1;32;28;17;0;1;5;1;8;4;0;0;0;2;1;0;15;19;0;0;4;0;0;7;3;5;0;0;15;10;31;10;32;13;1;36;0;3;0;0;14;19;1;1;14;119;46;0
801;0;0;1;1;7;6;1;1;1;0;4;4;3;0;0;10;7;11;0;0;3;0;0;1;0;0;1;0;0;1;5;6;0;0;0;0;0;0;1;4;0;2;1;7;9;2;10;5;0;14;2;1;6;0;3;5;1;2;9;43;14;0
802;0;1;1;1;16;14;0;4;6;1;20;4;0;1;1;37;31;20;0;3;13;2;1;1;1;2;3;0;0;1;10;11;1;1;5;2;0;1;3;4;1;1;4;1;21;10;24;22;0;19;0;0;0;0;11;8;0;11;11;112;31;1
803;0;0;3;9;25;26;6;4;8;0;30;17;5;2;4;50;68;21;6;5;10;0;8;4;0;3;10;3;1;0;19;14;1;3;10;0;4;5;13;13;1;2;14;12;41;13;52;46;10;64;0;2;0;1;10;35;2;4;24;204;60;7
804;0;3;3;3;12;6;0;0;12;0;11;8;1;3;2;24;22;13;0;3;8;1;1;1;1;0;7;0;0;0;8;3;0;0;6;0;2;1;2;3;0;3;8;3;12;3;15;13;3;23;0;2;2;0;17;7;1;4;16;83;20;0
805;0;4;1;6;9;16;1;1;15;0;15;6;1;5;5;32;27;11;0;3;2;0;2;1;1;1;5;0;0;0;10;10;0;0;5;1;0;1;1;10;0;1;8;2;27;6;20;16;4;25;0;6;0;0;11;5;0;6;19;107;37;2
806;0;8;0;0;4;2;0;0;1;0;3;4;0;1;2;12;9;6;0;1;0;0;1;0;0;0;2;0;0;0;1;3;2;0;4;2;0;0;2;0;0;0;0;1;8;2;6;8;2;6;0;0;0;0;8;1;0;1;5;28;9;0
807;0;0;1;0;3;5;1;1;8;0;13;0;0;0;1;14;20;6;1;3;3;0;1;1;0;0;0;1;0;0;5;4;1;0;2;1;0;2;1;3;0;3;2;2;4;1;19;16;3;13;0;0;0;0;4;8;0;2;4;63;9;0
808;0;0;1;5;8;5;2;0;6;0;12;1;0;1;2;29;25;14;0;3;8;0;3;2;0;0;1;0;0;0;8;5;0;2;6;0;0;2;5;2;0;0;4;4;13;3;15;17;2;22;0;0;1;0;2;11;0;6;10;75;21;4
809;0;0;0;2;13;6;0;0;2;0;8;3;0;2;0;14;17;8;0;1;2;0;3;0;0;0;3;0;0;0;8;2;0;1;5;0;0;2;1;4;0;2;5;4;7;2;11;11;0;18;0;2;1;0;1;5;0;0;11;52;15;0
810;0;0;0;0;1;6;1;3;1;0;6;5;3;0;0;8;18;6;0;0;2;0;0;1;0;0;2;0;0;0;3;4;0;0;1;0;0;5;2;5;0;0;3;3;5;1;12;14;2;17;0;0;0;0;0;7;1;2;6;36;8;0
811;0;0;0;1;7;16;3;2;10;0;17;16;6;6;1;43;41;27;3;3;8;0;3;3;0;1;8;0;1;0;14;17;0;1;5;9;0;1;6;8;0;2;6;7;23;8;29;32;7;25;0;2;3;2;4;14;0;4;13;134;37;0
812;0;1;0;5;19;11;1;2;12;0;37;28;2;6;3;66;57;33;0;12;5;0;0;0;0;4;20;0;1;0;13;27;7;5;8;0;3;8;8;7;0;0;17;6;56;1;62;33;4;64;1;2;3;0;13;19;1;8;33;228;69;5
813;0;1;0;4;7;9;2;1;13;0;10;6;1;2;1;25;21;10;0;5;5;0;1;1;0;0;3;0;1;0;10;4;2;1;5;6;1;1;1;5;0;1;8;1;14;4;24;11;4;26;0;1;0;0;5;11;0;3;14;89;24;5
814;0;0;1;5;7;11;3;0;5;0;13;5;0;2;0;25;29;14;1;0;3;0;8;1;0;0;1;0;0;1;0;7;4;1;8;1;0;3;2;6;0;1;5;10;27;5;9;24;4;16;0;3;2;0;3;6;0;2;8;76;27;0
815;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;3;6;3;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;0;1;0;0;0;0;2;0;0;0;5;4;0;4;0;0;0;0;0;2;0;0;0;13;2;0
816;0;0;0;0;1;5;0;0;3;1;7;1;0;2;1;9;13;4;0;1;3;0;0;0;0;1;1;0;0;0;4;0;0;2;0;0;0;1;1;0;0;0;0;0;2;5;7;9;1;8;0;0;0;0;0;2;0;0;5;30;6;0
817;1;4;1;1;7;11;0;1;2;0;18;5;1;0;0;26;33;9;0;6;7;0;0;0;0;2;0;1;0;0;10;10;0;0;5;1;1;4;7;4;1;2;9;1;22;7;21;20;3;16;0;1;0;4;21;6;0;5;6;95;32;1
