ID_author;liwc_1st_pers;liwc_2nd_pers;liwc_3rd_pers;liwc_achievement;liwc_adverbs;liwc_affective_processes;liwc_anger;liwc_anxiety;liwc_articles_article;liwc_assent;liwc_auxiliary_verbs;liwc_biological;liwc_body;liwc_causation;liwc_certainty;liwc_cognitive;liwc_common_verbs;liwc_conjunctions;liwc_death;liwc_discrepancy;liwc_exclusive;liwc_family;liwc_feel;liwc_fillers;liwc_friends;liwc_future_tense;liwc_health;liwc_hear;liwc_home;liwc_humans;liwc_impersonal_pronouns;liwc_inclusive;liwc_ingestion;liwc_inhibition;liwc_insight;liwc_leisure;liwc_money;liwc_motion;liwc_negations;liwc_negative_emotion;liwc_nonfluencies;liwc_numbers;liwc_past_tense;liwc_perceptual_processes;liwc_personal_pronouns;liwc_positive_emotion;liwc_prepositions;liwc_present_tense;liwc_quantifiers;liwc_relativity;liwc_religion;liwc_sadness;liwc_see;liwc_sexual;liwc_social_processes;liwc_space;liwc_swear_words;liwc_tentative;liwc_time;liwc_total_functional;liwc_total_pronouns;liwc_work
327;7;1;0;0;4;1;0;0;2;0;9;0;0;0;0;16;15;4;0;3;0;0;0;0;0;0;0;0;0;0;2;9;0;0;4;0;0;0;3;1;0;0;1;0;8;0;5;14;0;2;0;1;0;0;8;0;0;0;2;30;10;0
328;0;0;0;0;5;8;0;0;3;0;9;1;0;0;0;10;17;2;0;1;3;0;3;4;0;0;0;0;1;0;2;0;1;0;4;0;0;1;2;4;0;0;0;3;8;4;8;17;2;9;0;3;0;0;1;2;0;2;10;38;10;0
329;2;2;0;4;17;25;2;1;14;1;19;5;1;7;3;55;51;26;2;5;10;0;6;3;0;1;4;2;0;1;14;20;0;0;13;1;0;3;8;13;1;4;13;11;48;12;46;34;5;36;0;4;3;0;32;10;1;6;24;181;62;3
330;0;0;0;2;3;3;1;0;5;0;7;4;2;0;0;12;14;6;1;3;5;2;1;0;0;1;2;0;0;0;4;2;0;0;3;0;0;5;3;2;0;1;4;2;11;1;11;9;0;18;0;1;1;0;6;6;0;3;7;49;15;0
331;0;0;1;0;4;1;0;0;4;0;11;4;0;3;4;18;17;4;0;2;1;0;1;1;0;1;4;0;0;0;8;4;0;0;3;1;0;1;6;0;0;0;2;1;8;1;9;13;3;9;0;0;0;0;4;4;0;3;5;52;16;0
332;0;0;0;1;7;9;1;1;6;0;11;0;0;0;1;18;17;9;0;3;7;0;0;1;0;1;0;0;0;0;2;4;0;0;0;3;0;0;3;4;0;0;3;0;8;4;12;12;4;8;0;1;0;0;2;3;0;6;6;55;10;2
333;1;3;0;5;4;12;0;0;13;1;13;0;0;1;3;21;27;7;0;2;1;0;2;1;0;0;0;1;0;1;2;8;0;0;6;0;1;2;0;0;0;2;9;4;29;11;21;17;4;23;1;0;1;0;18;6;0;1;16;91;31;2
334;0;1;5;8;12;12;3;0;20;0;20;11;0;7;4;64;53;34;1;10;13;0;1;1;0;3;10;1;0;1;22;21;0;3;6;1;0;6;3;5;1;4;16;4;50;7;52;32;6;63;0;0;2;1;16;22;1;8;33;216;72;7
335;0;1;0;0;6;6;0;1;11;0;27;1;0;1;1;30;40;10;0;9;5;0;0;0;0;3;0;1;0;4;8;8;0;0;6;0;2;1;6;2;1;1;3;1;21;4;19;32;4;12;0;1;0;1;8;7;0;2;3;107;29;0
336;2;3;1;0;5;4;0;1;7;0;7;2;0;1;0;19;17;6;0;2;2;0;3;3;0;1;2;0;0;0;4;3;0;0;7;1;0;0;2;1;0;0;2;3;12;3;10;13;6;8;0;0;0;0;9;2;0;7;8;55;16;3
337;0;0;0;2;11;12;0;0;7;0;6;1;1;0;0;28;31;10;0;3;8;0;5;2;0;0;0;1;0;1;9;6;0;0;10;0;0;3;5;6;0;0;9;7;21;6;17;22;1;20;0;6;1;0;9;8;0;3;10;79;30;0
338;0;0;0;10;11;12;4;0;13;0;18;5;0;1;6;39;28;16;2;4;8;0;0;0;0;4;4;1;0;0;6;10;0;4;4;0;0;4;6;9;1;2;9;3;17;3;20;15;3;34;0;4;2;1;2;10;1;5;20;108;23;10
339;0;0;0;2;6;13;3;0;10;0;7;2;0;2;2;22;15;12;0;2;5;0;1;1;0;0;2;1;0;0;7;8;0;0;3;0;0;1;3;6;1;0;3;2;6;5;19;12;4;10;0;3;0;0;1;3;0;2;7;67;13;0
340;0;0;6;1;12;16;3;1;21;0;29;9;2;6;4;48;48;16;0;0;6;0;1;1;0;0;7;4;0;1;25;11;1;2;11;3;0;2;6;11;0;2;7;7;34;5;38;41;10;34;0;3;0;0;16;19;0;9;14;183;59;1
341;2;9;1;0;0;3;0;0;2;0;9;2;0;0;0;8;16;5;0;1;2;0;1;0;0;0;0;4;0;0;1;3;0;0;3;0;0;1;0;0;0;0;1;7;12;3;7;14;0;5;0;0;1;2;17;3;0;2;1;35;13;0
342;0;0;4;1;7;7;2;0;10;0;12;5;4;0;0;26;23;10;0;2;4;6;0;0;0;0;1;1;5;0;8;16;0;1;1;0;3;2;4;5;0;0;6;1;15;2;31;17;3;27;0;2;0;0;15;10;2;1;13;94;23;1
343;0;0;0;3;0;1;0;1;1;0;2;0;0;0;0;3;5;3;0;2;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;3;4;1;6;0;0;0;0;0;4;0;3;2;11;1;3
344;0;3;0;1;6;6;2;1;8;0;11;3;0;2;1;25;24;16;0;1;9;0;0;0;0;0;2;0;5;0;8;9;1;2;0;0;2;1;4;6;0;2;1;0;20;0;19;23;6;20;2;2;0;0;3;6;2;3;12;96;28;2
345;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;3;1;6;2;0;4;0;0;0;0;3;3;0;0;1;11;3;0
346;0;0;0;1;2;1;0;1;1;0;6;5;1;3;0;13;15;6;0;1;2;0;4;0;0;2;2;0;0;0;2;2;2;0;5;1;0;1;1;1;0;0;0;4;9;0;5;13;2;8;0;0;0;0;2;2;0;1;5;29;11;0
347;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;3;2;1
348;0;0;0;1;0;10;2;2;0;0;5;1;0;0;0;5;15;3;0;0;2;0;2;1;0;0;1;0;0;0;1;1;0;0;2;0;0;1;1;8;0;0;0;2;7;2;4;15;0;5;0;2;0;0;0;0;0;1;4;20;8;1
349;0;3;1;5;5;9;2;1;13;0;19;5;1;2;1;20;34;11;0;0;3;0;3;1;0;0;3;0;1;1;8;9;0;1;4;0;0;7;3;7;0;0;5;3;22;2;20;25;0;25;0;3;0;1;12;7;2;0;11;95;30;6
350;0;1;0;1;6;10;1;1;16;0;19;6;2;4;1;25;35;16;0;0;3;0;3;2;0;1;4;0;1;0;12;11;0;0;4;0;1;2;3;5;0;3;10;3;17;5;22;24;5;36;0;2;0;0;3;15;0;3;21;113;29;0
351;0;0;0;1;2;3;0;0;2;0;3;2;0;1;0;12;14;4;0;2;4;0;2;1;0;0;2;0;0;0;0;3;0;0;3;0;0;3;2;1;0;0;0;2;4;2;6;12;0;7;0;0;0;0;1;3;0;0;2;23;4;0
352;4;1;0;10;2;9;0;0;12;0;19;8;1;3;3;36;36;14;0;0;8;1;1;1;1;2;4;1;2;3;12;16;3;0;5;4;0;6;4;1;0;6;6;3;17;8;39;21;9;39;0;1;1;0;13;13;0;2;18;126;29;9
353;0;0;0;0;0;0;0;0;1;0;2;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;0;4;0;0;0;0;0;1;0;0;3;6;0;0
354;0;0;0;0;0;1;0;0;1;0;4;2;0;0;0;8;6;3;0;1;2;0;1;1;0;0;2;0;0;0;3;3;0;0;2;0;0;0;3;0;0;0;0;1;8;1;3;6;0;4;0;0;0;0;2;3;0;1;2;22;11;0
355;1;1;1;4;4;8;1;0;6;0;20;6;1;1;0;38;42;20;1;3;7;0;2;1;0;3;4;0;0;1;9;12;1;5;7;0;0;2;8;4;0;5;2;2;22;3;20;36;4;21;0;2;0;0;8;8;1;7;12;106;31;2
356;0;0;1;5;2;3;0;1;9;0;18;5;1;2;0;22;27;10;0;3;5;0;1;0;0;4;4;2;0;0;3;8;0;2;2;0;0;1;5;2;0;2;4;6;21;1;26;18;0;22;0;1;2;0;12;11;0;1;8;90;24;3
357;0;0;0;1;8;5;1;0;3;0;12;3;3;3;1;26;26;7;0;1;5;0;3;2;0;0;0;0;0;0;9;9;0;0;6;0;0;3;5;1;1;3;5;5;16;4;12;21;2;15;0;0;2;0;4;7;0;0;7;72;25;0
358;1;0;0;5;14;16;4;2;11;0;27;10;2;5;2;39;43;17;3;2;5;1;3;3;0;4;8;0;1;1;18;12;0;3;5;0;0;3;2;10;0;0;13;4;36;6;42;25;8;41;1;1;0;0;5;13;1;9;27;165;54;2
359;0;0;0;0;5;5;0;2;2;0;10;7;0;0;0;20;20;8;0;2;3;0;0;0;0;0;7;0;0;0;1;6;0;0;4;0;0;1;4;4;0;1;1;2;14;1;11;18;3;16;0;1;1;0;3;6;0;6;9;52;15;0
360;3;0;0;2;0;0;0;0;3;0;1;2;0;0;0;4;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;3;0;8;2;0;4;0;0;0;0;5;3;0;0;1;16;3;4
361;0;2;1;6;19;17;4;2;12;0;19;4;3;1;3;40;41;24;0;1;7;1;3;2;1;2;0;2;0;2;9;17;1;0;8;1;0;4;7;7;2;2;17;5;31;10;31;21;8;45;0;1;0;0;14;9;1;1;30;151;40;9
362;0;0;0;1;25;16;1;2;11;0;32;9;1;1;5;62;61;29;0;4;9;9;2;0;0;1;8;5;2;0;11;27;1;0;11;1;0;8;9;7;3;0;22;9;50;9;43;35;9;50;1;0;2;0;61;22;0;6;21;208;61;4
363;0;2;0;1;2;3;0;1;5;0;12;3;3;0;1;12;16;6;0;2;1;0;2;0;0;3;0;0;0;0;6;5;0;1;1;0;0;1;0;3;0;2;1;3;8;0;9;12;1;14;0;1;0;0;5;5;0;1;7;49;14;1
364;0;1;1;4;12;18;1;0;16;0;30;16;7;3;5;67;52;25;2;7;12;0;7;2;1;4;7;0;0;0;8;23;0;0;15;1;3;2;8;7;0;1;8;7;30;11;38;37;4;43;0;3;0;2;9;16;1;4;21;165;38;4
365;0;0;0;1;0;7;1;2;5;0;9;0;0;0;1;21;24;7;1;8;8;1;1;1;0;3;0;0;3;0;1;3;0;1;4;0;1;9;3;5;0;0;3;1;18;2;16;18;1;25;0;1;0;0;3;12;0;6;3;58;19;1
366;0;0;0;0;5;0;0;0;0;0;3;1;0;0;1;5;6;3;0;1;3;0;0;0;0;0;1;0;0;0;3;0;0;0;0;1;0;1;1;0;0;0;0;1;4;0;4;6;1;6;0;0;1;0;0;2;0;0;3;20;7;0
367;0;1;5;3;11;14;3;3;11;0;21;8;1;2;1;39;41;20;1;7;9;1;3;0;0;4;5;0;1;1;10;9;1;5;4;0;1;3;7;8;0;3;14;3;40;6;21;21;4;33;0;2;0;1;13;9;0;4;18;138;50;2
368;0;0;0;0;1;2;0;0;0;0;1;1;0;0;0;5;5;1;0;0;1;0;2;2;0;0;1;0;0;0;3;1;0;0;3;0;0;0;0;0;0;0;0;2;1;2;1;5;0;2;0;0;0;0;0;1;0;1;3;8;4;0
369;1;18;3;0;5;7;0;1;27;0;19;5;0;3;0;50;31;24;0;11;10;0;0;0;0;8;5;0;0;2;4;15;0;1;15;1;0;2;1;1;0;3;1;2;22;6;56;19;8;27;0;0;2;0;37;13;0;17;12;162;26;12
370;0;0;0;11;10;21;1;3;14;0;25;7;1;3;1;36;44;14;0;5;5;0;3;1;0;3;6;2;0;1;16;12;0;2;7;0;1;6;1;8;1;4;15;5;27;12;48;23;2;53;0;3;0;0;7;23;0;3;24;156;43;20
371;0;0;0;0;7;9;4;0;11;1;22;13;2;1;0;25;33;11;0;3;6;0;3;1;0;2;10;0;0;0;6;11;1;0;3;0;2;3;4;6;0;1;13;4;23;3;22;15;3;34;0;0;1;0;0;10;0;1;22;105;29;0
372;1;0;0;6;5;5;1;1;6;0;7;5;2;3;2;18;17;6;0;0;3;0;2;0;0;0;3;0;0;0;5;7;0;1;3;0;1;1;1;4;0;1;5;2;17;1;11;12;3;22;0;1;0;0;3;5;0;1;16;61;22;2
373;0;0;0;2;1;10;0;0;9;0;6;6;0;0;0;17;14;9;0;3;3;0;0;2;0;1;6;1;0;1;6;6;0;0;4;1;0;3;2;8;0;2;2;1;12;2;11;9;0;17;0;3;0;0;6;7;0;1;7;57;18;1
374;1;1;0;1;15;8;2;0;10;0;16;7;6;2;1;45;44;19;0;6;10;0;3;2;2;2;1;2;1;1;15;15;0;2;7;2;0;11;8;3;0;2;9;7;29;5;34;29;4;48;1;0;1;0;12;16;2;6;23;136;44;4
375;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;3;2;2;0;2;0;0;0;0;0;0;1;0;0;0;3;1;0;0;0;0;0;1;0;0;0;0;0;0;2;0;10;2;0;7;0;0;0;0;0;5;0;0;1;19;5;0
376;0;0;0;0;2;2;0;0;0;0;6;1;0;0;0;4;8;1;0;0;0;0;0;1;0;0;1;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;2;1;3;2;7;5;2;6;0;0;0;0;0;2;0;2;5;23;6;1
377;0;1;1;0;9;1;0;0;10;0;9;6;0;4;2;29;26;11;0;0;5;2;1;0;0;0;4;0;0;0;5;3;0;0;10;0;0;4;3;0;0;1;2;2;16;1;28;24;11;22;0;0;1;2;14;8;0;4;9;88;21;2
378;0;0;3;5;12;8;0;2;6;1;17;9;1;1;1;28;34;10;0;0;5;0;3;0;1;0;8;0;1;0;16;12;0;2;5;1;0;6;7;3;1;4;8;7;20;5;33;25;6;26;0;1;3;0;10;9;0;4;10;120;36;7
379;0;0;0;5;16;9;1;0;9;2;7;6;1;2;2;22;25;12;0;3;3;0;1;1;0;0;5;3;0;0;8;9;0;0;2;2;0;6;4;6;0;2;7;6;27;3;27;18;5;35;0;4;2;0;4;11;1;3;16;108;35;1
380;0;3;2;2;8;4;1;0;1;1;6;0;0;0;2;10;14;4;0;0;2;0;2;0;0;0;0;1;0;0;4;1;0;0;5;1;0;0;0;1;0;1;1;3;13;3;8;12;3;2;0;0;0;0;8;1;0;1;1;43;17;1
381;0;0;0;1;16;30;15;0;15;0;29;25;5;5;1;56;75;23;4;3;5;0;8;2;1;1;2;0;3;1;17;23;0;4;14;2;0;5;13;18;0;3;21;12;57;12;34;47;7;37;1;3;2;18;31;22;12;1;12;197;74;0
382;0;0;0;0;2;4;1;2;3;0;5;1;1;1;0;5;8;2;1;2;1;0;0;0;0;1;0;0;0;1;2;1;0;0;0;1;0;0;0;4;0;0;1;0;2;0;3;4;0;1;1;0;0;0;1;1;1;0;0;17;4;1
383;0;0;0;1;2;0;0;0;0;0;5;3;0;1;0;4;6;3;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;2;0;5;0;0;4;0;3;0;0;0;0;0;0;0;0;2;14;5;0
384;0;0;0;0;2;7;1;0;2;0;9;4;0;1;1;14;11;8;1;0;4;0;0;0;0;0;4;0;0;0;4;4;0;0;1;0;0;0;4;4;0;0;3;0;8;3;10;8;2;7;0;3;0;0;1;5;0;3;2;47;12;1
385;0;0;0;0;3;4;2;0;0;0;2;1;1;0;0;10;7;5;0;1;5;0;1;0;0;0;0;0;0;0;2;2;0;1;1;1;5;0;3;3;0;0;0;1;2;1;4;7;1;7;0;1;0;0;0;5;1;1;2;19;4;0
386;0;0;0;5;6;7;0;1;12;0;11;4;2;0;1;26;23;10;0;3;2;0;2;2;0;1;1;1;0;0;7;10;1;1;6;0;0;1;1;2;0;5;11;3;13;5;20;10;3;31;0;1;0;0;1;8;0;5;22;86;20;5
387;3;3;0;5;5;8;0;0;6;0;8;0;0;1;0;14;16;8;0;3;1;0;0;3;0;3;0;0;0;0;4;8;0;0;2;0;0;1;0;0;2;2;0;1;7;8;15;9;2;17;0;0;1;0;8;4;0;1;9;52;11;5
388;0;0;1;2;10;9;2;2;4;0;9;8;0;3;1;23;27;13;0;0;4;0;4;0;1;2;6;0;0;0;5;6;0;0;5;0;0;2;3;7;1;1;6;4;15;2;14;18;6;20;0;3;0;2;4;6;2;4;11;73;20;0
389;0;0;0;2;5;9;1;0;2;0;10;7;0;2;0;22;22;13;0;2;2;0;0;0;2;1;4;1;0;0;7;11;1;0;5;1;0;0;0;3;0;1;0;1;10;6;11;20;1;13;0;1;0;2;9;2;0;3;9;58;17;1
390;0;0;0;0;5;4;2;1;10;1;9;2;1;1;1;24;24;5;0;2;7;0;3;0;0;0;1;2;0;2;5;6;0;0;3;0;2;1;4;3;0;1;0;5;21;1;21;24;5;15;0;0;0;0;5;5;0;4;8;80;26;2
391;0;0;0;2;4;3;1;0;1;0;4;1;0;1;0;8;9;4;0;0;4;0;0;0;0;0;1;0;0;0;3;2;0;0;2;0;0;1;2;2;0;1;3;0;6;0;2;6;2;11;0;0;0;0;0;2;1;1;8;25;9;0
392;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;6;7;6;0;1;1;0;1;0;0;0;2;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0;0;1;4;0;3;7;0;7;0;0;0;2;1;1;0;2;5;15;4;0
393;0;1;0;0;3;6;0;0;2;0;5;1;0;0;0;10;10;4;0;2;3;0;0;1;0;0;1;0;0;0;1;2;0;0;3;0;0;0;0;1;0;1;3;0;3;5;7;7;2;5;0;0;0;0;1;2;0;5;4;26;4;0
394;0;1;0;0;8;6;1;0;2;0;5;5;0;2;1;14;17;9;0;1;5;0;1;0;0;0;1;0;0;0;7;3;0;0;2;0;0;1;1;2;0;1;2;2;12;4;7;15;1;6;0;0;1;4;7;1;0;1;4;49;19;1
395;0;2;0;2;8;6;0;0;15;0;20;7;1;2;1;27;34;13;2;3;5;2;1;1;0;1;6;0;0;1;10;8;0;0;7;0;1;5;3;2;0;2;8;5;22;4;28;24;4;42;0;0;4;0;9;8;0;0;30;118;32;1
396;0;0;0;0;2;2;0;0;1;0;1;0;0;0;0;3;4;0;0;0;3;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;3;1;2;4;4;0;0;0;0;2;0;5;0;0;0;0;10;2;0
397;0;2;0;1;3;5;0;0;4;0;6;5;0;1;1;11;14;4;0;0;0;0;2;1;0;1;5;0;0;0;5;6;0;1;1;0;0;2;1;0;0;3;2;2;12;5;15;10;2;19;0;0;1;0;4;7;0;0;11;53;17;2
398;0;0;0;6;9;12;2;1;16;1;18;17;6;6;0;39;34;24;0;7;2;0;1;0;0;1;10;0;0;0;12;17;1;4;2;1;0;5;3;9;1;8;17;3;28;3;25;15;7;51;0;1;1;0;3;14;0;4;30;142;40;6
399;0;5;0;0;4;5;0;0;2;0;5;1;0;0;0;4;9;3;0;1;1;0;0;2;0;0;1;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;1;0;5;5;5;7;1;1;0;0;0;0;6;0;0;2;3;26;8;1
400;0;0;0;0;1;3;0;0;2;0;6;0;0;1;1;7;9;0;0;2;1;0;0;0;0;1;0;0;0;0;2;0;0;0;2;0;1;0;0;0;0;0;2;0;4;4;1;6;1;2;0;0;0;0;2;0;0;1;2;17;6;0
401;0;0;0;0;10;6;1;0;3;0;4;2;1;2;1;19;16;8;0;1;3;0;3;2;0;1;0;0;0;0;6;2;0;1;6;0;1;0;1;2;0;1;3;3;5;4;6;12;3;12;0;1;0;2;0;5;2;3;9;41;11;0
402;0;0;0;2;4;10;0;1;4;0;15;3;0;0;0;13;29;5;0;1;4;1;1;0;1;1;3;0;1;0;2;4;0;0;3;1;1;1;4;6;0;3;4;3;16;3;16;23;2;14;0;4;2;0;2;7;0;1;6;66;18;2
403;0;0;7;3;34;28;9;2;8;0;47;16;2;7;1;91;103;58;1;11;25;4;8;4;0;6;13;4;2;0;21;26;1;0;26;1;0;3;13;16;0;0;23;17;69;11;46;66;4;39;1;4;5;0;27;12;0;14;27;267;90;7
404;0;2;0;2;2;4;3;0;2;0;6;3;0;3;0;9;11;5;0;2;2;0;0;0;0;0;3;0;0;0;2;2;0;0;2;0;0;0;0;4;0;0;2;0;5;0;6;9;2;9;0;1;0;0;2;5;0;2;4;27;7;1
405;0;0;0;2;7;8;1;2;6;0;9;1;0;2;0;21;21;7;1;0;3;1;2;1;0;1;0;1;0;0;4;6;0;1;7;0;0;1;4;5;0;1;7;4;15;3;17;13;3;17;0;1;0;1;5;9;1;2;8;66;19;0
406;1;0;0;6;3;7;1;0;10;0;17;2;0;1;2;27;28;14;0;4;4;2;1;0;0;1;2;3;1;2;9;11;0;2;2;0;0;0;4;4;0;6;12;5;15;3;29;14;9;26;1;2;0;0;8;15;1;2;11;107;24;2
407;0;2;0;1;7;23;0;0;24;0;28;10;0;2;2;48;45;31;0;2;17;0;4;1;0;0;10;1;2;1;12;18;0;2;7;0;0;5;7;6;0;1;7;9;32;4;54;37;5;50;0;5;4;0;7;19;0;8;23;187;44;4
408;0;1;0;3;4;4;0;0;8;0;17;6;1;2;2;22;36;9;0;2;2;0;1;0;0;1;5;0;0;0;7;7;0;2;3;0;0;3;2;2;0;2;6;1;15;2;20;27;5;21;0;0;0;0;3;7;0;3;11;86;22;4
409;0;0;0;8;31;21;3;2;14;1;37;3;1;5;6;65;58;34;0;8;16;0;9;4;0;4;2;0;1;1;25;13;0;2;11;2;0;4;7;9;1;7;25;12;35;12;30;26;15;70;2;4;1;0;2;19;2;9;50;212;60;1
410;0;0;0;1;2;8;0;1;10;0;6;0;0;2;1;21;20;10;0;0;2;0;1;0;0;0;0;0;1;3;3;12;0;0;2;0;0;2;4;3;0;2;4;1;10;5;14;16;6;14;0;2;0;0;3;6;0;3;6;62;13;0
411;0;0;0;0;2;2;0;1;3;0;4;5;2;0;0;7;6;1;0;1;0;0;1;1;0;1;0;0;0;0;2;2;3;2;1;0;0;2;1;1;0;0;1;1;6;1;9;4;2;11;0;0;0;0;0;4;0;0;6;28;8;0
412;0;1;0;5;6;1;0;0;5;0;11;6;4;4;0;19;20;14;0;3;1;0;1;0;0;1;2;0;0;1;8;7;0;2;6;0;0;0;2;0;0;0;7;3;12;1;16;12;1;15;0;0;1;0;12;6;0;2;9;66;20;1
413;1;0;0;2;5;11;3;3;5;0;9;4;2;1;0;20;20;9;0;3;6;0;1;0;0;0;1;3;0;0;12;5;1;2;1;2;1;0;1;7;1;0;3;5;8;3;16;16;3;10;0;0;0;0;6;7;0;6;3;65;20;1
414;0;0;0;2;2;8;0;0;6;0;7;4;0;0;2;13;16;9;0;0;3;0;0;1;0;2;1;0;0;0;6;5;0;0;1;1;0;4;2;3;0;0;1;0;9;5;9;13;4;15;0;2;0;3;4;5;0;2;7;51;15;1
415;0;0;0;2;19;9;0;0;18;0;24;15;1;2;0;43;47;19;0;4;10;0;4;1;2;4;3;2;1;0;14;13;12;2;3;7;1;6;5;4;1;2;12;8;37;5;38;26;10;44;0;2;2;0;9;13;0;10;24;174;51;2
416;0;0;0;0;3;0;0;0;4;0;4;1;0;0;0;8;9;2;0;0;3;0;0;0;0;0;0;0;0;0;1;3;1;0;0;1;0;1;0;0;0;0;4;0;8;0;9;4;1;11;0;0;0;0;2;5;0;1;5;32;9;2
417;3;0;0;0;2;0;0;0;3;0;5;1;0;1;0;5;6;3;0;0;0;0;0;0;0;0;1;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;4;0;10;4;1;4;0;0;0;0;3;2;0;0;2;29;8;0
418;0;0;0;1;3;5;0;2;8;0;11;1;0;0;0;17;24;8;0;4;3;2;0;0;0;1;1;0;0;1;5;8;0;0;3;0;2;2;2;2;0;2;1;1;16;3;14;20;2;12;0;0;1;0;7;5;0;1;5;66;21;3
419;0;0;0;6;12;15;5;1;15;0;16;10;6;1;0;18;37;14;0;1;2;0;3;2;0;0;1;0;0;0;3;7;1;0;5;1;1;4;4;10;1;1;14;4;14;5;26;22;9;37;1;3;1;2;1;10;4;3;25;105;17;6
420;1;0;0;0;9;11;0;1;10;0;12;4;2;1;1;17;24;10;0;1;2;1;3;2;0;0;2;0;0;0;10;8;0;0;3;0;0;2;1;6;0;2;5;3;10;5;21;19;0;13;0;3;0;0;3;5;0;1;8;82;20;1
421;0;1;1;0;6;9;1;0;9;0;13;0;0;2;0;23;22;19;0;5;10;0;1;0;0;0;0;0;0;0;6;6;0;0;2;15;1;0;2;3;0;2;4;2;18;4;23;16;3;24;0;2;1;0;6;10;0;9;13;97;24;5
422;0;0;0;2;1;1;0;0;4;0;4;1;0;2;1;9;9;4;0;4;4;0;0;0;0;1;1;0;0;0;3;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;5;7;2;6;0;0;0;0;0;1;0;2;5;24;3;1
423;0;0;1;3;10;10;1;1;7;0;14;7;1;3;2;27;27;16;0;3;10;0;0;1;0;0;4;0;0;1;13;10;2;0;3;1;0;6;5;3;1;0;7;3;12;6;23;18;4;21;0;1;1;0;3;8;0;6;8;97;25;5
424;0;0;1;1;5;4;0;1;0;0;5;3;0;2;0;16;12;9;0;2;6;1;0;0;0;1;3;0;0;0;5;7;0;0;1;0;1;2;1;3;1;0;2;0;8;1;10;9;0;7;0;2;0;0;4;3;0;4;2;41;13;1
425;0;0;0;0;1;2;0;0;0;0;8;3;0;0;1;8;12;6;0;1;1;0;0;0;0;0;3;0;0;0;5;2;0;1;1;0;0;0;3;0;0;1;3;0;10;2;13;9;2;11;0;0;0;0;3;2;0;1;9;42;15;1
428;0;0;0;2;8;9;0;0;6;0;9;1;0;0;1;19;18;9;0;4;4;0;3;2;0;1;0;0;0;1;9;4;0;2;4;1;0;0;2;5;0;1;2;4;12;4;11;15;2;9;0;4;1;1;5;4;0;2;7;64;21;2
429;0;0;0;3;1;7;2;0;3;0;5;3;0;2;0;11;11;3;0;1;0;0;3;3;0;0;2;0;0;0;0;4;2;1;2;1;0;1;2;4;0;2;3;3;7;3;5;7;0;13;0;2;0;0;0;7;2;1;8;26;7;0
430;0;0;0;3;6;3;0;0;6;0;6;0;0;1;1;18;17;7;0;5;3;0;0;0;0;0;0;0;0;0;3;4;0;1;4;0;0;1;3;1;0;2;3;1;11;2;9;14;2;7;0;1;1;0;2;3;0;2;3;50;14;5
431;0;2;2;5;14;23;5;2;4;0;32;3;2;4;3;48;58;22;3;7;11;0;2;3;0;5;0;0;1;0;10;8;1;3;13;0;5;1;20;16;0;3;8;3;34;7;26;44;4;23;1;7;1;0;6;10;1;4;14;149;44;11
432;0;2;0;3;7;7;0;1;8;0;9;9;1;2;3;23;13;8;0;1;1;0;3;1;0;0;8;0;0;0;9;6;0;0;5;0;1;0;2;2;0;0;2;3;7;5;15;11;8;8;0;0;0;0;3;1;0;4;8;68;16;3
433;3;0;3;4;9;8;1;1;7;1;12;3;1;2;3;23;28;11;0;2;4;3;0;0;0;1;2;0;0;3;11;9;0;1;1;0;2;7;3;2;0;0;4;0;23;6;20;22;8;17;0;1;0;0;18;5;1;1;5;97;34;5
434;0;0;2;1;7;4;0;0;1;0;3;1;0;2;1;16;14;7;0;2;3;0;2;0;1;0;0;0;0;0;6;5;0;0;2;0;0;2;1;1;0;0;3;2;9;3;10;11;2;6;0;0;0;1;6;3;0;1;1;43;15;0
