ID_author;automated_readability_index;coleman_liau_index;flesch_kincaid_grade_level;flesch_reading_ease;gulpease_index;gunning_fog_index;lix;smog_index;wiener_sachtextformel
54;2,36232E+15;4,48E+16;4,34E+15;8,28E+15;780;7,31E+15;2,47E+16;8,28E+15;1,72E+16
55;3,37831E+16;4,10E+15;4,37E+13;8,95E+15;7,24E+15;7,42E+15;2,48E+15;7,52E+15;9,33E+14
56;1,02326E+16;1,48E+12;7,51E+15;5,07E+15;836875;1,09E+16;4,28E+16;9,30E+13;7,27E+15
57;3,24321E+16;5,59E+15;4,24E+15;8,35E+15;7,62E+15;8,39E+15;2,66E+15;9,12E+15;2,46E+16
58;8,19037E+15;9,30E+14;8,67E+15;6,15E+15;6,18E+15;1,26E+16;4,10E+16;1,21E+16;5,77E+15
59;2,95208E+16;4,68E+14;4,66E+15;8,30E+15;7,50E+15;8,69E+15;2,59E+15;9,30E+13;2,23E+16
60;2,76748E+16;4,16E+15;4,25E+14;8,72E+15;7,47E+15;7,10E+16;2,37E+16;7,71E+16;1,02E+16
61;-1,14196E+16;7,68E+15;1,43E+16;9,49E+15;1,05E+16;4,62E+15;1,74E+15;6,43E+14;1,08E+16
62;4,80286E+15;5,72E+15;5,23E+15;8,39E+13;6,93E+15;8,62E+14;2,83E+15;8,84E+15;2,01E+16
63;1,20983E+16;9,46E+14;1,16E+16;5,60E+14;5,62E+15;1,47E+16;4,90E+16;1,30E+16;6,42E+15
64;5,46034E+16;5,21E+15;5,98E+15;8,32E+15;6,76E+14;9,72E+15;2,85E+16;93871;2,07E+15
65;4,5279E+15;6,02E+15;5,84E+16;7,71E+15;7,05E+15;9,34E+15;3,14E+15;9,73E+15;3,11E+15
66;4,3199E+15;6,53E+15;4,13E+15;8,62E+15;7,24E+15;6,95E+16;2,02E+16;7,79E+15;7,71E+15
67;2,97298E+16;5,25E+15;4,90E+16;7,88E+15;7,67E+15;8,91E+14;2,68E+16;9,49E+14;2,74E+15
68;2,47805E+16;4,99E+16;3,70E+15;8,55E+15;7985;6,61E+15;2,60E+16;7,79E+15;1,61E+16
69;6,85333E+15;6,77E+15;7,00E+14;7,65E+15;6,47E+15;1,06E+16;3,21E+16;1,02E+16;3,11E+16
70;1,22494E+16;3,60E+16;2,33E+16;9,42E+15;8,41E+15;4,91E+15;2,01E+16;62581;4,05E+15
71;-1,93045E+16;-6,06E+15;9,29E+15;1,00E+16;1,00E+16;3,25E+15;1,42E+16;4,94E+15;-1,22E+16
72;7,19695E+15;1,08E+16;8,12E+15;5,41E+16;6,95E+15;1,08E+16;3,55E+14;1,05E+16;5,51E+14
73;5,84964E+16;5,82E+15;6,63E+15;7,81E+15;6,68E+15;9,55E+15;3,26E+15;9,27E+15;2,82E+16
74;3,23425E+15;5,79E+15;4535;8036;7725;60;275;7,17E+16;1827
75;3,20279E+16;4,60E+15;4,53E+15;8,55E+15;7,37E+15;7,02E+15;2,57E+15;7,55E+15;1,29E+16
76;2,37636E+16;4,72E+16;3,31E+15;8,91E+15;7,91E+15;6,57E+15;2,43E+16;7,71E+16;1,18E+16
77;5,3379E+13;6,54E+15;5,77E+16;7,95E+15;6,83E+14;8,55E+15;2,78E+15;8,84E+15;2,14E+15
78;4,41209E+15;6,28E+15;5,14E+14;8,05E+15;7,14E+15;7,94E+14;2,95E+16;8,60E+15;2,34E+16
79;4,09833E+15;7,24E+16;3,90E+16;8,25E+14;7,86E+15;5,77E+16;3,37E+16;7,17E+16;2,48E+14
80;1,43735E+16;3,82E+15;2,82E+16;9,10E+14;831;4,84E+15;1,91E+16;6,11E+14;-2,81E+16
81;-4,33627E+15;1,81E+16;1,19E+16;9,91E+15;9,43E+14;3,77E+15;1,88E+16;5,46E+14;-4,41E+15
82;1,66494E+16;2,24E+15;1,12E+16;3,36E+15;4,80E+15;9,54E+15;3,16E+15;9,89E+15;4,33E+16
83;1,8591E+16;3,92E+15;4,19E+15;8,37E+14;7,93E+15;7,66E+13;2,61E+15;8,58E+15;2055
86;2,92028E+16;5,92E+15;4,36E+15;7,79E+15;8,35E+15;6,87E+15;2,98E+16;8,02E+15;2,79E+16
87;3,84927E+15;5,65E+15;4,22E+15;8,68E+15;7,27E+15;7,19E+16;2,54E+15;7,89E+15;1,37E+16
88;7,47031E+15;8,94E+14;7,08E+15;7,10E+15;6,36E+15;9,49E+15;3,71E+15;9,66E+15;3,93E+15
89;1,09774E+16;3,34E+16;3,39E+16;8,73E+15;8,33E+14;7,59E+15;2,01E+16;8,55E+15;1,31E+16
90;8,24405E+15;2,83E+16;2,86E+16;9,21E+15;82671875;5,50E+15;2,27E+15;6,67E+14;5,42E+15
91;5,18151E+15;5,73E+15;6,31E+14;7,78E+15;6,83E+15;1,03E+16;2,84E+16;1,03E+16;2,63E+16
92;9,83438E+15;3,11E+15;2,29E+15;9574725;8,29E+15;5,92E+15;1,79E+16;7,17E+16;2,56E+15
93;6,50909E+15;-3,06E+16;1,36E+16;8,92E+15;1,81E+15;8,80E+15;2,04E+16;31291;-2,30E+16
94;1,06807E+16;3,65E+16;1,70E+16;9,65E+15;8,87E+15;3,71E+16;1,75E+15;5,15E+15;-6,34E+15
95;9,9753E+15;6,76E+15;1,05E+16;6,38E+16;6,07E+16;1,39E+16;4,29E+15;1,22E+16;5,10E+15
96;-1,70237E+16;-3,67E+15;5,47E+15;9,96E+15;1,15E+16;19;1,53E+16;31291;-1,30E+16
97;5,1143E+15;8,39E+15;5,32E+15;7,33E+15;7,51E+15;8,43E+15;3,20E+16;9,10E+14;3,59E+16
98;3,1112E+16;4,15E+15;4,89E+15;8,43E+15;7,34E+15;8,27E+15;2,60E+13;8,73E+15;1,67E+16
99;4,17735E+15;5,90E+15;4,71E+15;8,39E+14;7,17E+15;7,95E+15;2,99E+16;8,58E+15;2,27E+15
100;6,09705E+15;6,57E+15;6,91E+15;7,46E+15;6,63E+15;1,03E+16;3,38E+15;1,02E+16;3,52E+15
101;4,17333E+15;1,65E+16;2,45E+16;9,83E+15;8,07E+15;5,81E+14;2,02E+16;6,43E+14;-1,56E+16
102;6,4478E+15;1,01E+16;7,00E+15;6,06E+15;7,32E+15;9,57E+15;4,09E+15;9,73E+15;5,71E+16
103;3,53407E+16;5,25E+15;4,57E+15;8,43E+15;7,34E+15;7,24E+14;2,72E+16;7,94E+16;1,70E+16
104;5,20828E+15;7,15E+15;6,55E+16;7,09E+15;6946875;1137;331125;1,12E+15;4,57E+15
105;7,4615E+15;3,11E+16;3,70E+16;8,36E+15;8,65E+15;7,44E+15;2,37E+16;8,42E+15;2,04E+16
106;4,00333E+15;7,04E+15;6,01E+15;6,80E+15;7,79E+14;9,82E+15;3,12E+16;9,89E+15;4,27E+15
107;3,04714E+15;2,49E+15;2,32E+14;9,40E+15;8,64E+15;4,64E+15;1,45E+16;5,99E+15;-8,27E+15
108;2785;4,97E+15;4,79E+15;7,98E+15;7,69E+15;8,02E+15;2,86E+16;8,84E+15;2,58E+15
109;4,42773E+16;5,74E+15;5,36E+16;8,11E+15;7,05E+15;8,41E+14;3,13E+15;8,84E+15;2,61E+16
110;3,00498E+16;5,38E+15;3,98E+15;8,50E+15;7,71E+14;8,36E+15;2,62E+15;9,10E+15;2,22E+16
111;9,69506E+15;6,97E+15;1,04E+16;6,29E+15;6,08E+15;1,38E+15;4,29E+15;1,23E+16;5,28E+16
112;-2,1993E+16;1,90E+16;2,30E+15;9,36E+15;8,84E+15;5,60E+15;1,84E+16;7,04E+15;1,96E+16
115;4,36304E+15;5,41E+15;5,35E+15;8,22E+15;7,04E+15;8,71E+14;3,05E+16;9,03E+15;2,46E+16
116;5,35588E+15;5,29E+15;5,96E+15;8,26E+15;6,78E+15;8,56E+15;3,46E+15;8,08E+14;2,47E+16
117;5,04099E+15;5,81E+14;5,83E+15;8,04E+15;6,87E+15;8,45E+15;2,87E+15;8,55E+15;2,06E+15
118;2,8187E+15;4,72E+15;4,46E+14;8,36E+15;7,58E+15;8,08E+15;2,60E+15;8,84E+15;2,00E+16
119;6,65338E+15;8,37E+15;7,29E+15;6,79E+14;6,56E+15;9,66E+15;3,54E+15;9,93E+15;4,06E+14
120;3,56106E+15;6,06E+15;5,03E+15;7,75E+15;7,58E+15;8,01E+15;2,96E+15;8,84E+15;2,80E+16
121;423;6,86E+15;3,68E+15;8,74E+15;7,42E+15;6,10E+15;2,72E+15;7,17E+16;1,32E+15
122;4,8131E+15;4,74E+14;6,23E+15;8,02E+15;6,90E+15;9,50E+15;2,79E+16;9,32E+15;2,15E+16
123;2,737E+16;3,77E+16;4,73E+15;8,51E+15;7,43E+15;8,35E+15;2,29E+16;8,84E+15;1,43E+16
124;6,99952E+15;9,48E+15;7,12E+16;6,65E+15;6,58E+15;1,01E+15;3,80E+15;1,04E+16;4,80E+15
125;5,73513E+15;8,52E+15;5,76E+15;7,35E+15;7,01E+15;9,35E+15;3,73E+16;9,80E+15;4,46E+15
126;1,77016E+16;3,44E+15;3,91E+15;8,74E+15;78125;7,57E+15;2,02E+15;8,42E+15;9,24E+14
127;1,06921E+16;3,35E+15;2,68E+16;9,21E+15;8,38E+14;5,29E+15;2,28E+16;6,63E+16;6,25E+15
128;6,29557E+15;7,14E+15;6,09E+16;7,93E+15;6,59E+15;9,25E+15;3,06E+15;9,30E+13;2,44E+16
129;1,71291E+16;4,36E+14;3,03E+16;8,80E+15;8,50E+15;6,60E+15;2,33E+15;7,84E+15;1,43E+16
130;1,30784E+16;3,44E+15;3,44E+16;8,79E+15;8,17E+15;6,91E+15;2,25E+16;8,02E+15;1,22E+16
131;4,11516E+15;4,84E+16;5,30E+15;8,35E+14;7,07E+15;8,20E+15;2,83E+16;8,37E+15;1,84E+16
132;4,24795E+15;5,65E+15;5,64E+15;7,87E+15;7,10E+15;8,64E+14;2,76E+16;9,11E+15;2,32E+15
133;2,21452E+15;2,57E+15;2,28E+15;9,25E+15;9,00E+15;5,68E+15;1,90E+15;7,17E+16;4,96E+15
134;6,86793E+15;6,96E+15;6,93E+15;7,64E+15;6,46E+15;1,06E+15;3,69E+15;1,04E+16;3,75E+16
135;3,196E+16;5,34E+16;4,19E+15;8,48E+14;75484375;7,42E+15;2,68E+16;8,32E+15;1,88E+16
136;3,3215E+16;6,49E+16;3,44E+15;8,20E+15;8,96E+15;7,18E+15;2,55E+15;8,06E+15;2,46E+16
137;3,59889E+16;5,52E+15;5,31E+16;7,82E+15;7,37E+15;8,96E+15;3,01E+15;9,52E+15;3,08E+15
138;3,08114E+15;5,35E+15;3,85E+16;8,65E+15;7,63E+15;5,89E+15;2,67E+16;6,87E+15;1,24E+16
139;6,30503E+15;6,31E+15;6,37E+14;8,02E+14;6,58E+15;9,69E+14;3,41E+15;93871;2,96E+16
140;-2,15635E+16;2,03E+16;2,71E+16;8,93E+15;9,10E+15;6,05E+15;2,44E+15;7,45E+15;1,28E+15
141;5,60742E+15;7,41E+15;7,02E+16;6,85E+15;6825;1,03E+16;3,08E+16;1,05E+16;3,67E+16
142;5,81179E+16;7,36E+15;6,17E+15;7,58E+15;6,75E+15;9,17E+15;3,48E+15;9,52E+15;3,50E+16
143;109;2,94E+16;2,97E+15;9,24E+15;8,09E+15;6,10E+15;2,18E+16;7,17E+16;5,44E+15
144;4,36181E+15;6,44E+16;5,29E+15;7,85E+15;7,20E+15;8,13E+15;320;8,84E+15;2,94E+16
145;3,26205E+16;4,75E+15;4,54E+15;8,52E+15;7,36E+14;7,40E+16;2,72E+16;8,03E+15;1,67E+16
146;1,51052E+15;3,62E+16;4,03E+15;8,41E+15;8,08E+15;7,84E+15;2,32E+15;8,73E+15;1,73E+16
147;3,74727E+16;6,89E+15;3,90E+16;8,18E+15;8,07E+15;6,94E+15;2,79E+16;8,08E+14;2,24E+16
150;2,07072E+16;4,79E+15;3,14E+16;8,73E+14;8,41E+15;5,73E+15;2,52E+15;7,17E+16;1,34E+15
151;1,68851E+16;3,78E+16;3,19E+16;9,05E+15;8,01E+14;6,16E+15;2,17E+15;7,29E+15;6,22E+15
152;2,25652E+15;4,60E+15;4,03E+15;8,38E+15;7,95E+15;7,82E+15;2,46E+16;8,71E+15;1,97E+16
153;3,61959E+16;6,37E+16;4,74E+16;7,84E+15;7,70E+15;8,00E+15;2,72E+15;8,84E+15;2,62E+16
154;4,58157E+15;7,81E+15;6,33E+15;6,54E+14;7,71E+15;8,82E+15;4,28E+16;9,30E+13;5,46E+14
155;7,16644E+15;2,75E+15;2,10E+14;9,73E+15;8,33E+15;4,97E+16;2,21E+16;6,08E+15;8,87E+15
156;2,64704E+16;4,25E+15;3,98E+15;8,81E+15;7,55E+15;7,12E+16;2,50E+16;7,87E+16;1,26E+16
157;481805;6,09E+15;5,68E+15;7,94E+15;6,95E+15;8,11E+15;3,14E+15;8,47E+15;2,49E+16
158;4,44137E+15;4,93E+15;5,60E+15;8,25E+15;6,99E+15;9,31E+15;2,78E+15;9,41E+15;2,18E+15
159;3,10122E+16;4,99E+15;3,72E+16;8,92E+15;7,50E+15;5,99E+15;2,62E+15;6,67E+14;9,48E+14
160;1,89318E+15;2,22E+16;1,15E+16;4,28E+15;3,90E+15;1,15E+16;4,05E+15;1,12E+15;5,08E+15
163;2,81667E+14;3,13E+16;4,25E+16;9,13E+15;7,34E+15;7,19E+15;2,17E+15;6,94E+15;2,61E+15
164;-5,60762E+15;1,61E+16;2,28E+16;9,23E+15;9,21E+15;5,26E+15;1,73E+16;6,84E+13;-7,90E+15
165;7,80701E+15;9,79E+15;7,67E+16;6,52E+14;6,32E+15;1,13E+16;3,45E+15;1,12E+15;4,52E+15
166;2,8E+16;5,06E+15;3,87E+15;7,54E+15;1090;6,24E+16;2,67E+16;7,17E+16;2,55E+15
167;3,34409E+15;5,40E+15;4,74E+15;8,15E+15;7,48E+15;8,00E+15;2,77E+15;8,78E+15;2,25E+16
168;4,5472E+15;6,36E+14;5,44E+15;7,87E+15;7,09E+15;8,48E+14;2,97E+15;9,06E+15;2,66E+16
169;8,59428E+15;8,50E+15;8,30E+15;6,86E+15;6,11E+15;1,11E+16;3,74E+15;1,06E+16;4,09E+15
170;2,49672E+15;5,46E+15;2,29E+16;9,15E+15;8,73E+15;5,66E+15;2,79E+14;7,17E+16;1,76E+15
171;2,35543E+16;4,86E+16;4,18E+16;8,20E+14;8,02E+15;6,96E+15;2,38E+15;8,08E+14;1,61E+16
172;6,23912E+15;8,35E+15;5,95E+16;7,56E+15;6,71E+15;9,16E+15;3,06E+16;9,61E+15;3,01E+15
173;7,58345E+15;9,33E+15;7,15E+16;6,96E+15;6,35E+15;9,94E+15;3,69E+15;1,01E+16;4,20E+16
176;4,7499E+15;6,21E+15;6,92E+15;6,97E+15;6,99E+15;1,04E+16;3,28E+15;1,06E+16;3,95E+15
177;1,81576E+16;3,66E+16;3,12E+15;9,23E+15;7,86E+14;6,02E+15;2,16E+15;6,94E+15;3,64E+16
178;2,16036E+15;4,35E+15;3,50E+16;8,83E+15;790;6,89E+16;2,42E+16;7,96E+15;1,36E+15
179;4,60425E+15;7,45E+14;5,32E+15;7,50E+15;7,41E+15;9,13E+15;3,41E+15;9,61E+15;4,03E+15
180;1,20241E+14;3,17E+16;3,09E+15;9,12E+15;8,11E+15;6,44E+15;2,05E+16;7,55E+15;6,20E+15
181;3,43392E+15;5,89E+15;4,43E+16;8,19E+14;7,60E+15;7,16E+16;2,43E+16;8,17E+15;1,67E+16
182;4,01643E+15;5,97E+15;5,37E+15;7,81E+15;7,26E+14;8,50E+15;2,78E+15;9,14E+15;2,45E+16
183;-6,74857E+15;1,36E+16;1,98E+16;91055;1035;5,29E+15;1,57E+16;6,87E+15;2,94E+15
184;2,93086E+16;5,25E+15;5,69E+16;7,29E+15;7,70E+15;9,01E+13;3,01E+15;9,55E+15;3,32E+14
185;4,2088E+15;5,28E+15;5,24E+15;8,27E+15;7,08E+15;8,34E+13;2,87E+16;8,69E+13;2,13E+16
186;1,00549E+16;8,61E+15;938;6,64E+15;590;1,30E+16;4,01E+15;1,19E+16;4,86E+16
187;3,26773E+16;4,64E+16;5,32E+15;8,01E+15;7,34E+15;8,70E+15;2,77E+16;9,22E+15;2,38E+16
188;8,61541E+15;1,04E+16;8,71E+15;5,91E+15;6,12E+16;1,01E+16;3,28E+15;1,03E+15;3,52E+16
189;1,43537E+16;3,64E+15;3,03E+15;9,06E+14;8,17E+15;5,94E+15;2,09E+16;7,17E+16;5,82E+15
192;7,14979E+15;1,01E+15;5,68E+15;7,50E+15;6,65E+15;8,09E+15;2,76E+15;8,84E+15;2,35E+15
193;1,46265E+16;1,45E+16;1,04E+16;5,83E+15;4915625;1,17E+16;4,01E+15;1,05E+16;4,13E+16
194;5,29207E+15;8,27E+15;5,96E+15;7,06E+15;7,24E+15;8,98E+15;3,95E+15;9,52E+15;4,92E+16
195;3,20566E+16;5,32E+14;4,79E+15;8,06E+14;7,54E+15;7,54E+14;2,78E+15;8,42E+15;2,17E+16
196;1,43794E+16;4,11E+14;3,37E+16;8,45E+15;8,79E+15;6,17E+15;2,36E+15;7,53E+15;1,47E+16
197;1,446E+16;3,75E+16;2,87E+15;9,12E+15;8,24E+15;5,72E+16;2,50E+16;7,01E+15;1,07E+16
200;1,47165E+16;4,05E+15;2,15E+16;9,44E+15;8,54E+14;4,92E+15;2,04E+16;6,43E+14;1,86E+15
201;2,38658E+16;2,96E+16;3,84E+15;9,29E+15;7,46E+14;7,10E+16;1,95E+16;7,17E+16;5,81E+15
202;2,74117E+15;4,65E+15;3,53E+15;9,01E+14;7,61E+15;7,37E+16;2,30E+16;8,24E+15;1,15E+16
203;6,01726E+14;8,44E+15;6,57E+15;6,96E+13;6,83E+15;9,37E+15;3,16E+16;9,81E+15;3,50E+16
204;5,09345E+15;6,11E+15;5,52E+15;8,17E+15;6,87E+15;8,85E+15;2,95E+15;9,10E+15;2,36E+16
205;1,14458E+16;3,32E+16;3,18E+16;8,93E+15;8,26E+15;6,96E+15;2,13E+16;8,08E+14;9,89E+15
206;5,12425E+16;5,90E+15;5,85E+15;8,02E+15;6,85E+15;9,88E+15;3,13E+15;9,99E+15;2,96E+15
207;1,15963E+16;1,30E+16;1,20E+16;3,99E+15;5,46E+15;1,80E+16;5,32E+15;156451;1,03E+16
208;4,99324E+15;5,00E+15;5,60E+15;8,46E+15;6,86E+15;8,30E+15;2,80E+15;7,84E+15;1,52E+16
209;9,00645E+15;7,47E+16;8,55E+15;7,18E+15;6,11E+16;1,21E+16;3,72E+15;109516;3,86E+15
210;6,69444E+15;7,97E+15;6,99E+15;7,17E+14;6,52E+15;1,05E+15;3,60E+15;1,05E+16;4,14E+15
211;2,56068E+16;4,28E+15;4,17E+15;8,62E+14;7,60E+15;6,90E+15;2,51E+16;7,71E+16;1,30E+16
212;2,43011E+16;3,07E+15;4,96E+15;8,47E+15;7,46E+15;8,48E+15;2,12E+16;8,84E+15;1,14E+16
213;1,7875E+16;4,57E+15;423725;7608275;93375;756;189;8,24E+15;1,78E+16
214;6,21095E+15;7,11E+16;6,71E+15;7,46E+15;6,61E+15;1,03E+16;3,11E+16;1,03E+16;3,18E+16
215;4,83682E+15;7,43E+15;5,86E+15;7,26E+15;7,22E+15;1,17E+16;2,92E+16;1,12E+15;4,46E+15
216;-2,39417E+15;-8,08E+15;5,02E+15;1,01E+16;1,08E+16;3,14E+16;1,45E+16;5,15E+15;-1,11E+16
217;4,13985E+14;5,63E+15;4,94E+16;8,32E+15;7,14E+15;8,65E+15;2,58E+16;9,15E+15;1,96E+16
218;1,98291E+16;3,50E+15;3,57E+16;9,07E+15;7,71E+15;6,77E+15;2,23E+14;7,54E+15;6,96E+15
219;3,9262E+15;6,61E+15;5,26E+15;7,54E+15;7,55E+15;8,49E+15;2,99E+16;9,19E+15;3,19E+15
220;4,16244E+13;5,57E+15;4,56E+15;8,63E+15;7,13E+15;7,40E+15;2,80E+15;7,85E+14;1,64E+16
221;7,89192E+15;3,34E+15;2,63E+15;8,81E+15;9,38E+15;5,82E+16;2,32E+16;7,27E+15;1,36E+16
222;6,14488E+15;8,84E+15;7,44E+15;6,24E+16;6,86E+15;1,19E+15;3,70E+15;1,14E+16;5,60E+15
223;6,88273E+15;6,73E+15;7,06E+15;7,63E+15;6,46E+15;1,06E+16;3,29E+15;1,02E+16;3,13E+16
224;2,60935E+13;4,47E+15;4,15E+15;8,58E+15;7,63E+15;7,61E+15;2,51E+16;8,45E+15;1,63E+15
225;8,89324E+15;3,09E+16;3,64E+15;8,54E+14;8,39E+15;5,86E+16;2,82E+15;7,17E+16;1,70E+16
226;5,18346E+15;8,30E+15;5,46E+15;7,33E+15;7,36E+15;8,00E+15;3,15E+16;8,84E+15;3,26E+16
227;4,39047E+16;5,93E+15;7,05E+16;6,81E+15;7,09E+15;1,02E+16;2,93E+16;1,04E+16;3,57E+16
230;3,42234E+15;5,69E+15;4,86E+16;7,97E+15;7,53E+15;7,54E+15;2,68E+16;8,45E+15;2,05E+16
231;5695;6,73E+15;7,08E+15;7,11E+15;6,73E+15;110;3,58E+15;109516;4,33E+16
232;3,83945E+16;6,82E+15;4,95E+15;7,58E+14;780;7,24E+15;2,81E+15;8,30E+15;25291
233;8,76682E+15;2,74E+15;2,78E+15;9,35E+15;8,17E+15;6,51E+16;2,45E+15;7,61E+14;1,09E+15
234;5,90741E+15;9,72E+15;6,36E+15;6,24E+15;8,00E+14;9,80E+15;3,48E+16;9,52E+15;5,00E+15
237;1,32575E+16;3,28E+16;2,64E+15;9,46E+14;8,06E+15;5,07E+15;2,28E+16;5,92E+15;2,26E+15
238;2,78806E+15;3,99E+15;4,47E+15;8,63E+15;7,44E+15;7,28E+15;2,29E+16;7,79E+15;8,77E+15
239;1,17343E+16;3,16E+16;3,19E+15;9,03E+15;8,13E+14;7,06E+16;2,35E+15;8,11E+15;1,27E+16
240;7,24257E+15;8,66E+14;7,34E+15;6,91E+15;6,40E+15;1,10E+16;3,40E+15;1,09E+16;4,19E+15
241;3,72946E+15;5,41E+15;4,76E+15;8,33E+15;7,28E+15;8,92E+15;2,58E+16;9,44E+15;2,14E+16
242;6,02885E+15;6,87E+15;5,99E+15;7,99E+14;665;9,37E+15;3,41E+15;9,44E+15;3,04E+16
243;3,97303E+16;5,22E+15;5,06E+15;8,31E+15;7,15E+15;8,62E+15;2,70E+15;9,06E+15;2,05E+15
244;2,59126E+15;4,38E+15;4,33E+15;8,48E+15;7,61E+15;7,49E+15;2,63E+15;8,31E+15;1,70E+16
245;5,44875E+15;6,07E+15;6,07E+16;7,95E+14;6,77E+15;8,79E+15;3,12E+16;8,80E+15;2,44E+16
246;4,46871E+15;6,74E+15;5,62E+15;7,55E+15;7,22E+14;7,40E+15;3,14E+16;8,24E+15;2,74E+15
247;3,20959E+15;2,48E+15;2,39E+16;9,37E+14;8,61E+15;5,31E+15;2,06E+16;6,70E+16;2,95E+15
248;4596;5,35E+15;5,80E+15;8,02E+15;6,97E+15;9,33E+15;3,17E+15;9,52E+15;2,85E+16
249;6,6684E+15;7,94E+16;7,25E+15;6,98E+15;6,53E+15;1,03E+16;3,77E+15;1,04E+16;4,41E+15
250;2,59841E+16;4,08E+15;4,14E+15;8,75E+14;7,54E+15;6,97E+15;2,55E+16;7,65E+16;1,30E+15
251;3,28008E+16;5,25E+16;4,73E+15;8,19E+15;7,47E+15;8,09E+14;2,82E+16;8,84E+15;2,35E+15
252;3,21224E+16;5,98E+15;4,37E+15;8,03E+15;7,88E+15;8,02E+15;2,77E+16;8,84E+15;2,69E+16
253;8,3243E+15;6,55E+15;8,44E+15;7,29E+15;6,26E+14;1,19E+16;3,31E+16;1,07E+16;3,26E+15
256;4,32808E+15;6,22E+16;5,13E+15;8,04E+15;7,16E+15;8,07E+15;2,77E+15;8,74E+15;2,24E+16
257;2,45207E+16;4,71E+15;3,59E+16;8,77E+15;7,83E+15;6,79E+15;2,49E+15;7,87E+16;1,39E+16
258;7,56453E+14;8,22E+14;7,59E+15;7,04E+15;6,31E+15;1,07E+16;340;1,05E+16;3,70E+15
259;5,02675E+15;6,76E+16;6,32E+15;7,32E+15;6,96E+15;1,02E+15;3,30E+15;1,04E+16;3,84E+16
260;7,72232E+15;6,81E+15;8,08E+15;7,22E+15;6,32E+15;1,13E+16;3,32E+15;1,05E+16;3,26E+15
261;4,85749E+15;4,82E+15;5,48E+15;8,55E+14;6,89E+15;8,84E+14;2,75E+15;8,55E+15;1,66E+15
262;1,8275E+16;4,61E+15;3,27E+14;8,28E+15;9,39E+14;5,94E+15;2,70E+16;7,32E+15;2,17E+16
263;2,46742E+16;3,49E+15;3,57E+16;9,32E+15;7,49E+15;65;2125;6,69E+15;1,80E+16
264;4,61457E+15;6,66E+16;5,07E+15;8,05E+15;7,12E+15;7,78E+15;2,86E+16;8,50E+13;2,20E+16
265;2,07004E+16;3,29E+16;3,63E+16;9,16E+15;7,62E+15;7,17E+15;2,06E+16;7,79E+15;4,89E+14
266;8,94273E+15;1,00E+16;7,29E+15;7,22E+15;6,02E+15;1,02E+16;4,98E+15;1,01E+16;5,69E+15
267;3,03771E+16;53122831875;2,95E+16;9,29E+15;765;5,52E+15;2,32E+16;6,43E+14;4,78E+15
268;2,33376E+15;4,03E+15;3,55E+14;9,05E+15;7,66E+15;6,88E+15;2,45E+16;7,71E+16;1,10E+16
269;1,67954E+16;3,61E+16;3,62E+16;8,81E+15;7,94E+15;6,38E+16;2,36E+15;7,41E+15;9,98E+15
270;3,83931E+15;4,33E+15;5,41E+15;8,32E+15;7,12E+15;9,11E+14;2,84E+15;9,27E+15;2,17E+16
271;2,17123E+15;4,37E+15;3,35E+15;8,93E+15;790;6,59E+15;2,09E+16;7,69E+15;8,14E+15
272;8,89316E+15;8,64E+15;9,21E+14;6,29E+16;6,06E+15;76;2,95E+15;31291;1,95E+15
273;6,6888E+14;5,48E+14;6,86E+16;8,10E+15;6,55E+15;9,55E+15;3,18E+16;8,28E+15;2,18E+16
274;3,11149E+16;4,01E+15;4,66E+15;8,65E+15;7,32E+14;8,27E+15;2,60E+15;8,66E+15;1,63E+16
279;6,68944E+15;8,68E+15;7,48E+15;6,54E+14;6,59E+15;1,17E+16;3,29E+15;1,15E+15;4,59E+15
280;6,39964E+14;6,49E+15;6,84E+15;7,66E+15;6,56E+15;1,03E+15;3,41E+15;1,00E+16;3,32E+15
281;4,19985E+15;5,80E+15;4,73E+15;8,43E+15;7,15E+15;5,82E+15;2,68E+15;5,68E+16;1,03E+16
282;2,70071E+16;4,11E+15;3,56E+16;9,20E+15;7,50E+15;6,63E+15;2,53E+15;7,17E+16;9,22E+15
285;1,9661E+15;1,32E+16;2,01E+16;1,02E+16;8,10E+15;5,40E+15;2,03E+16;5,68E+16;-4,68E+15
286;7,97144E+15;1,14E+16;6,24E+15;6,96E+15;6,58E+15;8,64E+14;3,70E+16;9,30E+13;4,10E+15
287;5,50532E+15;7,09E+15;5,43E+15;8,06E+14;6,82E+15;8,41E+14;3375;8,84E+15;2,93E+15
288;5,4425E+15;8,84E+15;5,78E+15;6,96E+15;7,48E+15;86;340;9,19E+15;4,11E+16
289;9,50699E+15;8,67E+14;1,01E+16;5,86E+15;5,97E+15;1,21E+15;3,51E+16;1,12E+15;3,98E+16
290;6,17393E+15;5,62E+15;6,25E+16;8,29E+15;6,62E+15;9,51E+15;3,20E+16;8,84E+15;2,37E+16
291;2,81149E+16;5,45E+15;3,14E+16;8,93E+15;7,94E+15;5,46E+16;2,43E+16;6,74E+15;9,47E+15
292;5,32777E+15;7,92E+15;6,88E+15;6,59E+15;7,07E+15;1,07E+16;3,34E+16;1,07E+16;4,63E+15
293;4,78742E+15;7,23E+15;4,23E+14;8,50E+15;718;7,43E+16;2,90E+16;8,30E+15;211108
