ID_author;economic_stress_total;isolation_total;substance_use_total;guns_total;domestic_stress_total;suicidality_total;punctuation
773;1;3;0;0;0;0;40
774;0;0;0;0;0;1;200
775;0;0;0;0;0;0;350
776;0;0;0;0;0;0;40
777;0;0;0;0;0;0;30
778;0;0;0;0;0;0;80
779;0;0;0;0;0;0;330
780;6;0;2;0;0;0;1040
781;1;0;0;0;0;0;120
782;1;0;0;0;1;0;50
783;0;0;0;0;0;0;70
784;1;1;0;0;0;0;190
785;0;0;0;0;0;0;180
786;1;0;0;0;0;1;190
787;2;1;0;0;0;0;180
788;0;0;0;0;0;0;90
789;8;2;6;0;0;2;810
790;0;0;0;0;0;0;70
791;0;0;0;0;0;0;90
792;0;0;0;0;0;0;100
793;1;0;0;0;0;0;140
794;0;0;1;0;0;0;80
795;1;0;8;0;0;0;540
796;1;0;3;0;0;0;260
797;0;0;0;0;0;0;230
798;2;0;0;0;0;0;250
799;0;0;0;0;0;0;160
800;0;1;1;0;0;0;260
801;0;0;2;0;0;0;120
802;1;0;2;0;0;0;320
803;5;4;1;0;2;2;770
804;1;0;0;0;0;0;310
805;0;3;0;0;0;0;250
806;0;0;2;0;0;0;90
807;0;0;0;0;0;0;290
808;0;0;2;0;0;0;220
809;0;0;0;0;0;0;90
810;0;0;1;0;0;0;160
811;1;0;2;0;0;0;150
812;2;1;0;0;0;0;530
813;0;0;2;0;0;0;190
814;0;0;0;0;0;0;210
815;0;0;0;0;0;0;30
816;0;0;3;0;0;0;70
817;0;0;0;0;0;0;150
818;0;0;0;0;0;0;40
819;2;0;0;0;0;0;530
820;0;0;0;0;0;0;100
821;0;0;0;0;0;0;90
822;1;0;0;0;0;0;100
823;0;0;2;0;0;0;250
824;0;1;1;0;1;1;330
827;0;0;0;0;0;0;50
828;2;0;0;0;0;0;860
829;0;0;0;0;0;0;30
830;1;0;0;0;0;0;130
831;0;0;0;0;0;0;80
832;1;0;1;0;0;0;190
833;0;0;0;0;0;0;50
834;1;0;0;0;0;1;120
835;0;0;1;0;0;0;160
836;1;0;0;0;0;2;310
837;2;1;2;0;0;0;410
838;0;0;1;0;0;0;50
839;0;0;1;0;0;0;280
840;0;0;0;0;0;0;190
841;0;0;0;0;0;0;200
842;2;0;0;0;0;0;230
843;4;0;2;0;0;2;880
844;1;0;0;0;0;0;170
845;0;0;0;0;0;0;230
846;0;0;0;0;0;0;90
847;0;0;0;0;0;1;250
848;0;0;0;0;0;0;10
849;1;0;0;0;0;0;210
850;3;1;0;0;0;0;430
851;0;0;0;0;0;0;50
852;0;0;0;0;0;0;180
853;2;0;0;0;0;0;140
854;0;0;0;0;0;0;140
857;1;0;0;0;0;0;200
858;0;0;0;0;0;0;150
859;0;0;0;0;0;0;90
860;6;0;2;0;0;0;770
861;1;0;0;0;0;0;80
862;0;0;0;0;0;0;20
863;1;0;0;0;0;1;460
866;0;0;0;0;0;0;80
867;2;2;4;0;0;0;870
868;0;0;0;0;0;0;90
869;2;0;0;0;0;0;80
870;2;0;1;0;0;0;210
871;3;0;0;0;1;0;1000
872;1;2;2;0;0;0;590
873;0;0;1;0;0;0;120
874;0;0;0;0;0;0;20
875;0;0;0;0;0;1;100
876;2;1;0;0;0;0;90
877;0;0;0;0;0;0;170
878;0;2;5;0;0;0;240
879;1;0;0;0;0;0;90
880;0;0;3;0;0;0;380
881;2;0;0;0;0;0;150
882;1;0;1;0;0;0;350
883;3;1;3;0;1;1;740
884;3;0;0;0;0;0;220
885;0;0;0;0;0;0;110
886;1;0;1;0;0;0;190
887;0;0;0;0;0;0;170
888;13;1;0;0;0;1;460
889;0;0;0;0;1;0;50
890;0;0;1;0;0;0;90
893;5;0;1;0;0;0;620
896;0;0;0;0;1;0;260
899;0;0;1;0;1;0;30
900;1;0;0;0;1;1;170
901;0;1;0;0;0;0;90
902;0;0;0;0;0;0;230
903;0;0;0;0;0;0;80
904;2;1;0;0;1;0;650
907;1;0;0;0;0;0;280
908;1;0;0;0;0;0;140
909;0;0;0;0;0;0;310
910;1;0;0;0;0;0;120
913;0;0;1;0;0;0;90
914;3;0;0;0;0;0;270
915;4;0;0;0;0;0;160
916;4;0;0;0;0;1;320
917;0;0;0;0;0;0;30
918;0;0;0;0;0;0;100
919;0;0;0;0;0;0;70
920;3;1;0;0;0;0;690
921;0;0;0;0;0;2;120
922;0;0;0;0;0;0;160
923;1;0;0;0;0;0;50
924;0;0;0;0;0;0;30
925;0;0;1;0;0;0;170
926;0;0;0;0;0;0;130
927;3;1;3;0;0;2;460
928;2;0;0;0;0;0;140
929;1;1;3;0;0;0;900
930;1;0;2;0;0;0;330
931;0;0;0;0;0;0;420
932;0;0;0;0;0;0;80
933;0;0;0;0;0;0;260
934;1;0;1;0;0;0;510
935;0;1;1;0;0;0;170
936;5;0;0;0;0;0;120
937;1;0;3;0;0;0;100
938;3;0;2;0;0;0;140
939;0;0;0;0;0;0;40
940;1;0;2;0;0;0;130
943;1;0;0;0;0;0;130
944;0;0;0;0;0;0;50
945;6;0;0;0;0;0;440
946;0;0;0;0;0;0;180
947;0;0;4;0;0;0;250
948;1;0;0;0;0;0;60
949;0;0;0;0;0;0;110
950;0;0;0;0;0;0;120
951;0;0;0;0;0;0;120
952;3;1;4;0;0;0;840
953;0;1;0;0;0;0;140
954;0;0;0;0;0;1;120
955;0;0;0;0;0;0;70
956;0;0;0;0;0;0;120
957;0;0;0;0;0;0;50
958;0;0;0;0;0;0;180
959;0;0;0;0;0;4;280
960;1;0;7;0;2;0;130
961;0;0;0;0;0;0;540
962;0;0;0;0;0;0;60
963;0;0;0;0;0;0;60
964;0;0;0;0;0;0;250
965;0;0;0;0;0;0;50
966;6;0;0;0;0;0;250
967;0;0;1;0;0;0;110
968;0;0;0;0;0;0;140
969;0;0;1;0;0;0;90
970;1;2;0;0;0;0;90
971;0;0;0;0;0;0;90
972;3;0;2;0;0;0;630
973;1;0;1;0;0;0;320
974;1;0;0;0;0;0;90
975;0;0;2;0;1;0;470
976;0;0;0;0;0;1;120
977;1;0;0;0;0;0;470
978;2;0;1;0;3;0;630
979;1;1;0;0;0;0;490
980;0;0;0;0;0;0;90
981;2;0;0;0;0;0;390
982;1;0;0;0;1;0;330
983;0;0;0;0;0;0;140
984;0;0;2;0;0;0;130
985;2;0;0;0;0;0;140
986;0;0;0;0;0;0;30
989;0;0;1;0;0;0;80
990;0;0;0;0;0;0;160
991;0;0;0;0;0;0;200
992;0;0;0;0;0;0;70
993;1;0;0;0;0;1;150
994;1;0;1;0;0;0;430
995;0;0;0;0;0;0;140
996;1;0;0;0;0;0;130
997;2;0;0;0;0;0;320
998;0;0;0;0;0;0;50
999;2;0;0;0;0;0;230
1000;0;0;0;0;0;0;320
1001;0;0;0;0;0;0;50
1002;3;0;3;0;0;0;1300
1003;0;0;1;0;0;0;320
1006;0;0;0;0;0;0;210
1007;2;0;0;0;0;0;150
1008;1;0;3;0;0;0;590
1009;0;0;0;0;0;0;220
1010;0;0;0;0;0;0;30
1011;2;0;0;0;0;0;370
1012;0;0;0;0;0;0;130
1013;2;0;0;1;0;0;230
1014;2;0;1;0;0;0;580
1015;0;0;0;0;0;0;100
1016;0;0;0;0;0;0;170
1017;0;0;0;0;0;0;300
1018;0;0;0;0;0;0;70
1019;0;0;0;0;0;1;140
1020;2;0;3;0;0;0;370
1021;2;0;0;0;0;0;250
1022;0;0;0;0;0;0;80
1023;0;0;0;0;0;0;310
1024;0;0;1;0;0;0;240
1025;0;0;0;0;0;0;160
1026;0;0;2;0;0;0;120
1027;1;0;0;0;0;0;80
1028;1;1;0;0;2;1;320
1029;0;0;0;0;0;0;110
1030;0;0;0;0;0;0;80
1031;1;0;0;0;0;0;80
1032;0;0;1;0;0;0;60
1033;0;0;1;0;0;0;50
1034;0;0;0;0;0;1;210
1035;0;2;0;0;0;0;130
1036;0;0;0;0;2;0;260
1037;3;1;2;0;0;0;750
1038;0;0;2;1;2;0;230
1039;0;0;0;0;0;0;300
1040;0;0;0;0;0;0;310
1041;1;1;0;0;0;0;240
1042;0;0;0;0;0;0;90
1043;0;1;1;0;0;0;0
1044;1;0;0;0;0;0;130
1045;1;0;0;0;0;0;260
1046;0;0;1;0;0;0;310
1047;0;0;0;0;0;0;110
1048;0;0;1;0;0;1;70
1049;1;0;0;0;0;0;40
1050;1;0;0;0;0;0;110
1051;0;0;0;0;0;0;170
1052;0;0;0;0;0;0;160
1053;0;0;0;0;0;0;50
1054;1;0;1;0;0;0;620
1055;1;0;1;0;0;0;270
1056;0;0;0;0;0;0;20
1057;2;1;0;0;0;0;90
1058;0;0;0;0;0;0;80
1059;1;0;0;0;0;0;200
1060;0;0;0;0;0;1;170
1061;0;0;0;0;0;0;320
1062;0;0;0;0;0;0;90
1063;2;0;0;0;0;0;170
1064;0;0;0;0;0;0;110
1065;0;0;0;0;0;0;30
1066;0;0;0;0;0;0;20
1069;0;0;0;0;0;0;60
1070;1;0;1;0;0;0;140
1075;1;0;0;0;0;0;140
1076;0;2;3;0;0;1;810
1077;4;0;2;0;0;0;470
1078;3;1;3;0;0;1;1100
1079;3;0;1;0;0;0;300
1080;0;0;0;0;0;0;170
1081;1;0;0;0;0;0;90
1082;0;0;1;0;0;0;70
1083;1;1;0;0;0;0;240
1084;0;0;0;0;0;0;160
1085;0;0;0;0;0;0;60
1086;1;0;0;0;0;0;120
1087;0;0;1;0;0;0;30
1088;2;0;2;0;1;0;530
1089;0;0;0;0;0;0;110
1090;0;0;0;0;0;0;110
1091;2;0;0;0;0;0;100
1092;1;0;0;0;0;0;110
1093;0;0;0;0;0;2;130
1094;0;0;0;0;0;0;310
1095;0;0;0;0;0;0;80
1096;0;0;0;0;0;0;90
1097;2;0;2;0;0;3;750
1098;0;0;0;0;0;1;50
1099;2;0;0;0;1;1;280
1100;0;2;0;0;0;1;60
1101;0;0;1;0;0;0;350
1102;0;0;2;0;0;0;110
1103;1;0;0;0;0;0;190
1104;0;0;0;0;0;2;90
1105;0;0;1;0;0;0;200
1106;1;1;0;0;0;0;70
1107;0;0;0;0;0;0;280
1108;6;0;2;0;0;0;960
1109;0;0;0;0;0;0;20
1110;0;0;0;0;0;0;210
1111;0;0;0;0;0;0;270
1112;0;0;0;0;0;0;250
1113;0;0;0;0;2;0;130
1114;1;0;3;0;0;1;580
1115;0;0;0;0;0;0;140
1116;0;0;1;0;0;0;100
1117;0;0;0;0;1;0;120
1118;0;0;2;0;0;0;90
1119;1;0;1;0;0;0;70
1120;0;1;3;0;0;0;520
1121;8;1;6;0;2;1;510
1122;0;0;0;0;0;1;290
1123;1;0;0;0;0;0;360
1124;1;0;1;0;0;0;260
1125;0;0;0;0;0;0;40
1126;0;0;0;0;0;0;50
1127;1;0;0;1;0;0;300
1128;0;0;1;0;0;0;110
1129;0;1;1;0;0;0;90
1130;1;0;0;0;0;0;130
1131;3;1;0;0;0;0;3980
1134;1;0;0;0;0;0;250
1135;0;1;1;0;0;0;670
1136;0;0;0;3;0;0;100
1137;2;0;2;0;0;0;740
1138;0;0;0;0;0;0;230
1141;0;0;1;0;2;0;200
1142;0;0;0;0;0;0;90
1143;0;0;0;0;0;1;60
1144;0;0;0;0;0;0;20
1145;1;0;3;0;0;0;240
1146;1;0;0;0;0;0;60
1147;0;0;0;0;0;0;120
1148;1;0;0;0;0;0;180
1149;1;0;0;0;0;0;180
1152;1;0;1;0;0;0;140
1155;6;0;2;0;0;0;380
1156;0;0;0;0;0;0;70
1157;0;0;0;0;0;1;330
1158;2;0;1;0;0;0;390
1159;0;0;3;0;0;0;330
1160;4;0;0;0;2;2;1080
1161;0;0;0;0;0;0;210
1162;0;0;0;0;0;0;380
1163;0;0;0;0;0;0;40
1164;4;1;1;0;0;2;780
1165;0;0;0;0;0;0;240
1166;1;0;0;0;0;0;210
1167;4;1;0;0;0;0;190
1168;0;0;0;0;0;0;120
1169;3;0;0;0;0;0;110
1170;0;0;0;0;0;0;120
1171;0;0;0;0;0;1;130
1172;0;1;0;0;0;0;180
1173;0;0;0;0;0;0;190
1174;5;1;3;0;0;0;450
1175;1;0;1;0;0;2;210
1176;0;0;0;0;0;0;140
1177;0;0;0;0;0;0;70
1178;0;0;0;0;0;0;140
1179;3;0;2;0;0;0;430
1180;1;0;1;0;0;0;130
1181;0;0;0;0;3;1;140
1182;0;0;0;0;0;0;120
1183;0;0;0;0;0;0;80
1184;0;0;0;0;0;1;240
1185;1;0;1;0;0;0;170
1186;0;0;0;0;0;0;340
1187;2;0;1;0;0;0;230
1188;1;0;0;0;0;0;220
1189;0;0;0;0;0;0;50
1190;0;0;0;0;1;0;130
1191;1;0;0;0;0;0;420
1192;1;0;0;0;0;1;220
1193;0;0;0;0;0;0;340
1194;2;0;0;0;0;0;210
1195;0;2;0;0;1;1;260
1196;1;0;0;0;0;0;110
1197;1;0;0;0;0;0;60
1198;2;0;2;0;0;0;220
1199;1;0;0;0;0;0;130
1200;0;0;1;0;0;0;50
1201;0;0;0;0;0;0;110
1202;0;0;0;1;0;0;250
1203;0;0;0;0;0;0;120
1204;2;0;0;0;0;2;680
1205;0;0;0;0;0;0;110
1206;0;0;0;0;0;0;130
1207;0;0;0;0;0;0;220
1208;1;0;0;0;0;0;60
1209;0;0;0;0;0;0;150
1210;0;0;0;0;0;0;50
1211;0;0;1;0;0;0;170
1214;0;0;0;0;0;0;80
1215;0;0;0;0;0;0;500
1216;0;0;1;0;0;0;150
1217;0;0;1;0;0;1;70
1220;1;0;0;0;0;1;320
1221;0;0;0;0;0;0;320
1222;1;0;1;0;0;1;300
1223;0;2;0;0;0;0;90
1224;0;0;0;0;0;0;280
1225;0;0;0;0;0;0;20
1226;0;0;0;0;0;0;50
1227;0;0;1;0;2;0;300
1228;0;0;0;0;0;0;30
1229;3;0;0;0;0;0;320
1230;0;0;0;0;0;0;70
1233;0;0;3;0;0;0;250
1234;0;0;0;0;0;0;400
1235;0;0;0;0;0;0;240
1236;2;2;2;0;0;2;600
1239;0;0;1;0;0;0;160
1240;0;0;0;0;0;0;40
1241;1;0;1;0;0;0;340
1242;0;0;0;0;0;0;140
1243;1;2;1;0;1;0;250
1244;1;0;0;0;0;1;380
1245;0;0;1;0;0;0;610
1246;0;0;1;0;0;0;30
1247;0;0;0;0;0;0;210
1250;1;0;5;0;1;0;560
1251;1;0;2;0;0;0;270
1252;0;0;1;0;0;0;130
1253;6;0;0;0;0;0;250
1254;1;1;1;0;0;0;600
1255;0;0;0;0;0;1;180
1256;0;0;0;0;0;0;100
1257;1;0;1;0;0;2;180
1258;0;0;1;0;0;0;90
1259;3;0;1;0;1;0;300
1260;0;0;0;0;0;0;80
1261;0;0;0;0;0;0;30
1262;0;0;0;0;0;0;210
1263;3;2;1;0;0;0;380
1264;0;0;0;0;0;0;50
1265;0;0;0;0;0;0;90
1266;0;0;0;0;0;0;40
1267;0;0;0;0;0;0;120
1268;0;0;0;0;0;0;30
1269;0;0;1;0;0;0;230
1270;0;0;0;0;0;0;70
1271;21;1;13;0;0;12;7240
1274;1;0;1;0;0;0;660
1275;0;1;3;0;0;0;330
1276;1;0;4;0;0;0;310
1277;0;1;0;0;0;1;520
1278;4;1;0;0;0;1;310
1279;2;0;1;0;0;0;100
1280;2;0;0;0;0;0;170
1281;6;0;0;0;1;0;190
1282;3;0;0;0;0;0;410
1283;1;0;0;0;0;0;100
1284;0;0;0;0;0;0;580
1285;0;0;0;0;0;0;40
1286;3;1;0;0;0;0;850
1287;1;0;0;0;0;0;430
1288;0;0;0;0;0;0;170
1289;0;1;3;1;0;0;730
1290;1;0;0;0;0;0;340
1291;4;2;0;1;5;0;1000
1292;0;0;1;0;1;0;220
1293;0;0;1;0;0;0;130
1294;0;0;1;0;0;0;120
1295;0;0;2;0;0;0;120
1296;0;0;0;0;0;0;60
1299;0;0;0;0;0;0;30
1300;2;0;1;0;0;0;230
1301;1;0;0;0;0;0;140
1302;0;0;0;0;0;0;80
1305;1;0;0;0;0;0;220
1306;0;0;0;0;0;0;70
1307;0;0;0;0;0;0;110
1308;0;1;0;0;0;0;240
1309;0;0;0;0;0;0;90
1310;0;0;0;0;0;0;60
1311;0;0;1;0;0;0;30
1312;0;0;0;0;0;0;80
1313;2;0;2;0;0;1;270
1314;0;0;0;0;0;0;60
1315;3;0;1;0;0;0;540
1316;2;0;0;0;0;0;140
1317;1;0;0;0;0;1;1110
1318;0;3;1;0;0;0;190
1319;1;0;0;0;0;0;380
1320;0;0;0;0;0;0;120
1321;5;0;0;0;0;0;230
1322;0;0;2;0;0;1;130
1323;0;3;0;0;2;4;1250
1324;0;1;0;0;0;0;350
1325;0;0;1;0;0;0;90
1326;1;0;0;0;0;0;120
1329;1;2;0;0;0;0;140
1330;1;0;1;0;0;0;220
1331;0;0;0;0;1;3;220
1332;1;0;0;0;0;1;230
1333;3;1;2;0;0;0;630
1334;0;0;0;0;0;0;90
1335;4;1;2;0;0;0;620
1336;0;1;0;0;0;0;60
1339;0;0;0;0;0;0;40
1340;0;0;8;0;0;1;550
1341;1;0;0;0;0;0;270
1342;0;0;0;0;0;0;70
1343;0;0;1;0;0;0;120
1344;0;0;0;0;0;0;120
1345;0;0;0;0;0;1;130
1346;0;0;0;0;0;0;70
1347;1;2;1;0;0;0;230
1348;0;0;0;0;0;0;160
1349;0;0;0;0;0;0;70
1350;0;0;0;0;0;0;80
1351;3;0;0;0;0;3;570
1352;0;0;1;0;0;0;40
1353;3;3;4;0;0;5;790
1354;1;0;0;0;0;0;380
1355;0;0;1;0;0;0;960
1356;0;0;0;0;0;0;130
1357;0;0;0;0;0;0;50
1358;0;0;0;0;0;0;360
1359;1;0;0;0;0;0;340
1360;1;0;1;0;0;0;280
1361;0;0;0;0;0;0;30
1362;0;0;0;0;0;0;70
1365;0;1;1;0;2;0;130
1366;3;0;0;0;0;0;440
1367;0;0;0;0;0;0;360
1368;0;0;0;0;0;0;60
1369;0;0;0;0;0;0;70
1370;1;0;0;0;0;0;210
1371;3;0;1;0;2;0;430
1372;0;0;1;0;0;0;130
1373;2;0;1;0;0;0;870
1374;0;0;0;0;0;1;170
1375;0;0;0;0;0;0;160
1376;2;1;3;0;0;0;320
1377;1;0;2;0;0;0;220
1378;4;0;1;0;0;0;360
1379;1;0;0;0;0;0;100
1380;0;0;0;0;0;0;140
1383;0;0;1;0;0;0;130
1384;2;0;0;0;0;0;220
1385;0;0;1;0;0;0;120
1386;1;0;0;0;0;0;260
1387;0;0;0;0;0;0;120
1388;1;0;0;0;0;0;130
1389;0;0;0;0;0;0;210
1390;1;0;0;0;0;0;230
1391;0;0;0;0;0;0;120
1392;0;0;0;0;0;0;260
1395;0;0;2;0;0;0;80
1396;0;0;0;0;0;0;90
1397;0;0;1;0;0;0;90
1398;0;0;0;0;0;0;600
1399;5;0;7;0;1;0;810
1400;0;0;0;0;0;0;90
1401;0;0;0;0;1;0;150
1402;0;0;0;0;0;0;110
1403;0;0;0;0;0;0;70
1404;0;0;1;0;0;0;770
1405;1;0;0;0;0;0;220
1406;0;0;1;0;0;0;220
1407;2;0;1;0;0;0;420
1408;1;0;0;0;0;0;60
1409;0;0;0;0;0;0;70
1410;0;0;0;0;0;1;170
1411;1;0;0;0;0;0;210
1412;0;1;0;0;0;1;600
1413;1;3;1;0;0;2;400
1414;0;0;0;0;0;2;380
1415;0;0;0;0;0;0;90
1416;0;0;0;0;0;0;270
1417;2;0;0;0;0;0;300
1418;1;2;0;0;0;0;430
1419;0;0;0;1;0;0;50
1420;1;0;0;0;1;0;330
1421;2;0;0;0;0;2;150
1422;0;0;0;0;0;0;240
1423;0;0;0;0;0;0;30
1424;1;1;0;0;0;1;280
1425;0;0;1;0;0;1;120
1428;0;0;1;0;0;0;110
1429;0;0;0;0;0;0;220
1430;0;0;0;0;0;0;40
1431;0;0;0;0;0;0;30
1432;0;0;0;0;1;0;320
1433;2;0;0;0;0;0;110
1436;0;0;0;0;0;0;270
1437;0;0;0;0;0;0;190
1438;0;0;0;0;0;0;0
1439;1;0;1;0;0;0;290
1440;1;0;0;0;2;0;150
1441;0;0;0;0;0;0;80
1442;0;0;0;0;0;0;250
1443;1;0;0;0;0;0;100
1444;0;0;0;0;0;0;50
1445;4;0;0;0;0;0;310
1448;2;0;1;0;0;2;610
1449;1;0;0;0;0;0;150
1450;0;0;0;0;0;0;180
1451;0;0;2;0;0;0;320
1454;1;0;3;0;1;0;290
1455;0;0;0;0;0;0;110
1456;0;0;0;0;0;0;40
1457;0;0;0;0;0;0;120
1458;0;0;0;0;0;1;0
1459;2;0;0;0;0;0;590
1460;0;1;0;0;0;0;80
1461;0;2;1;0;0;0;240
1462;4;0;0;0;0;0;410
1463;0;0;0;0;0;0;160
1464;1;0;0;0;0;0;100
1465;0;0;0;0;0;0;20
1468;1;0;3;0;0;0;180
1469;1;0;2;0;0;1;220
1470;3;0;0;0;0;0;630
1471;0;2;0;0;0;0;130
1472;1;0;0;0;0;0;490
1473;1;0;3;0;1;0;630
1474;4;2;2;0;1;1;960
1475;2;0;1;0;0;0;560
1476;3;0;1;0;0;0;820
1477;1;0;1;0;0;0;150
1478;0;0;0;0;0;0;90
1479;0;0;1;0;0;0;30
1480;0;0;1;0;0;0;90
1481;0;0;0;0;0;0;110
1482;0;0;0;0;0;0;20
1483;0;0;0;0;0;0;120
1484;0;0;0;0;0;0;280
1485;0;0;1;0;0;0;370
1486;0;0;0;0;2;0;160
1487;0;0;0;0;0;0;30
1488;0;0;0;0;0;0;10
1489;1;0;0;0;0;0;90
1490;0;0;0;0;0;0;30
1491;0;1;1;0;0;0;60
1492;0;1;1;0;1;1;200
1495;9;0;0;0;0;0;820
1498;0;0;0;0;0;0;210
1499;0;0;0;0;0;0;140
1500;1;0;0;0;0;0;40
1501;1;0;1;0;0;0;540
1502;0;0;1;0;0;1;180
1503;1;0;1;0;0;0;450
1504;0;0;0;0;1;0;190
1505;1;0;1;0;2;0;280
1506;0;0;0;0;0;0;70
1507;3;0;0;0;0;0;530
1508;0;0;0;0;0;0;40
1509;1;0;3;0;0;0;440
1510;4;0;2;0;0;0;840
1511;0;0;0;0;0;1;160
1512;1;0;0;0;0;0;250
1513;0;0;0;0;0;0;10
1514;4;0;0;0;0;0;390
1515;0;0;0;0;0;0;270
1516;1;0;0;0;0;0;120
1517;0;0;0;0;0;0;20
1518;1;0;0;0;0;3;440
1519;0;0;0;0;0;0;50
1520;0;2;1;0;0;0;200
1521;2;0;5;0;0;0;1180
1522;0;0;0;0;0;0;120
1523;0;0;1;0;0;0;300
1524;1;0;1;0;0;0;210
1525;0;0;0;0;0;0;310
1526;0;0;0;0;0;0;80
1527;0;0;0;0;0;0;110
1528;2;0;3;0;0;0;1020
1529;1;0;0;0;0;0;110
1530;0;0;0;0;0;0;10
1531;1;0;0;0;0;0;500
1532;0;0;0;0;0;0;80
1533;0;0;0;0;0;0;110
1534;0;0;0;0;1;0;200
1537;1;0;3;0;1;0;570
1538;2;0;2;0;0;0;1270
1539;1;0;0;0;0;0;70
1540;0;2;1;0;0;0;190
1541;1;0;2;0;0;0;310
1542;0;0;2;0;0;1;540
1543;0;0;1;0;0;0;270
1544;0;0;0;0;0;0;370
1545;4;0;0;0;0;1;230
1546;0;0;0;0;0;0;90
1547;1;0;1;0;0;0;400
1548;0;0;1;0;0;0;180
1549;1;0;0;0;0;0;60
1550;1;0;0;0;0;0;70
1551;1;0;0;0;0;0;210
1552;0;0;0;0;0;0;500
1553;0;0;0;0;0;0;30
1554;1;0;1;0;0;0;300
1555;0;1;0;0;0;0;60
1558;0;0;0;0;0;0;40
1559;0;0;0;0;0;0;250
1560;0;0;0;0;0;0;410
1561;0;0;0;0;0;0;50
1562;2;0;0;0;0;0;320
1563;0;0;0;0;0;0;30
1564;1;0;6;0;0;1;1290
1565;0;0;0;0;0;0;690
1566;0;0;0;0;0;0;130
1567;7;0;1;0;0;0;480
1568;0;0;0;0;0;0;200
1569;0;0;0;0;0;0;30
1570;0;0;0;0;0;0;180
1571;0;0;0;0;0;0;130
1572;1;0;1;0;0;0;70
1573;1;0;0;0;0;0;150
1574;1;0;0;0;0;0;50
1575;3;0;0;0;0;0;80
1576;0;0;0;0;0;0;90
1577;3;0;1;0;0;0;850
1578;0;0;0;0;0;0;290
1579;0;0;0;0;0;0;240
1580;0;0;0;0;0;0;120
1581;0;0;0;0;0;0;40
1582;1;0;0;0;0;0;80
1583;1;0;0;0;0;0;320
1584;1;0;0;0;0;0;620
1585;0;0;0;0;0;0;160
1586;0;0;0;0;0;0;10
1587;0;0;0;0;0;0;120
1588;0;1;0;0;0;0;40
1589;0;0;0;0;0;0;40
1590;0;0;0;0;0;0;330
1591;0;1;1;0;0;0;400
1592;0;0;0;0;0;0;30
1593;0;2;0;0;0;0;180
1594;0;0;3;0;1;1;340
1595;3;0;0;0;0;0;120
1596;2;0;0;0;0;1;370
1597;1;0;0;0;0;2;240
1598;0;0;0;0;0;0;70
1599;1;0;0;0;0;0;250
1600;0;0;1;0;0;0;90
1601;1;0;1;0;0;0;50
1602;0;0;0;0;0;0;30
1603;0;0;0;0;0;0;160
1604;0;0;0;0;0;1;100
1605;0;0;2;0;0;0;500
1606;1;0;0;0;0;0;130
1607;1;0;0;0;0;1;530
1608;0;0;1;0;0;0;320
1609;0;0;0;0;0;0;200
1610;1;0;0;0;0;1;320
1611;0;0;1;0;0;4;280
1612;1;0;0;0;0;0;220
1613;0;0;1;0;0;0;220
1614;0;0;0;0;0;0;690
1615;2;0;0;0;2;0;240
1616;0;0;0;0;0;0;60
1617;1;0;1;0;0;0;90
1618;3;0;1;0;0;0;290
1619;3;0;3;0;1;5;1100
1620;3;1;1;0;0;0;750
1621;0;0;0;0;0;0;160
1622;0;0;6;1;0;0;380
1623;0;0;0;0;0;0;190
1624;0;0;0;0;0;0;20
1625;0;0;0;0;0;0;60
1626;2;0;0;0;0;0;160
1627;1;0;0;0;0;0;120
1628;1;1;0;0;0;0;280
1629;3;0;12;0;0;0;900
1630;3;0;0;0;0;0;460
1631;0;0;1;0;5;0;300
1632;0;0;0;0;0;0;150
1633;0;0;0;0;0;0;70
1636;0;0;0;0;0;0;50
1637;0;0;0;0;0;0;130
1638;3;1;0;0;0;0;620
1639;0;0;0;0;0;0;160
1640;0;4;0;0;1;0;550
1641;0;0;0;0;0;0;150
1642;1;0;1;0;1;0;150
1643;3;0;1;0;0;0;290
1644;0;0;0;0;0;0;180
1645;1;0;0;0;0;0;70
1646;0;0;0;0;0;0;980
1647;1;0;0;0;0;0;80
1648;0;0;1;0;0;2;320
1649;0;0;0;0;0;0;150
1650;1;0;0;0;0;0;220
1651;0;0;1;0;0;0;480
1652;0;0;0;0;0;0;350
1653;0;0;1;0;0;0;710
1654;1;2;0;0;0;0;150
1655;0;0;1;0;0;0;200
1656;0;0;0;0;0;0;140
1657;0;0;1;0;0;1;300
1658;0;4;1;0;0;0;110
1659;1;0;0;0;0;1;190
1660;3;0;0;0;0;0;110
1661;4;0;0;0;0;0;420
1662;1;1;0;0;1;0;440
1663;0;0;0;0;0;1;50
1664;0;0;0;0;0;0;90
1665;0;1;1;0;0;0;690
1666;1;0;1;0;0;0;230
1669;0;0;4;0;0;1;80
1670;1;1;0;0;0;0;610
1671;0;0;0;0;0;0;80
1672;0;0;0;0;0;0;60
1673;0;0;0;0;0;0;140
1674;2;0;2;0;0;1;640
1675;0;0;1;0;0;0;110
1676;0;0;1;0;0;0;60
1677;0;0;0;0;0;0;40
1678;0;0;0;0;0;0;70
1679;0;0;0;0;0;0;70
1680;0;0;0;0;0;0;170
1681;6;0;3;0;2;0;310
1682;0;1;0;0;0;0;390
1683;2;0;0;0;0;0;510
1684;0;0;0;0;0;0;160
1685;6;0;2;0;0;0;340
1686;0;0;0;0;0;0;110
1687;0;1;0;0;0;0;200
